Id,source,SalePrice,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Bath
553,train,255500,3,4,VinylSd,VinylSd,0,4,1,PConc,7,2.020464064,2,3,Attchd,2006,0.42730897,2
554,train,108000,3,3,VinylSd,VinylSd,3,0,0,CBlock,7,0.218812394,3,3,Detchd,2002,-0.740557406,2
555,train,284000,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.848657075,2,3,BuiltIn,2003,1.077441013,2.5
556,train,113000,3,3,MetalSd,MetalSd,0,4,1,BrkTil,7,-0.89561132,1,3,Detchd,1922,-0.894692055,1
557,train,141000,3,3,Wd Sdng,Wd Sdng,1,3,1,CBlock,7,-0.807386109,3,3,Attchd,1957,-0.807744304,1
558,train,108000,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,0.450984001,1,3,CarPort,1994,-0.325579506,1.5
559,train,175000,3,3,HdBoard,HdBoard,0,3,1,PConc,7,-0.31053887,1,3,Attchd,1996,-0.10821013,2.5
560,train,234000,3,4,VinylSd,VinylSd,0,3,1,PConc,7,-0.24553082,3,3,Attchd,2003,0.111135332,2
561,train,121500,3,3,Wd Sdng,Wd Sdng,0,4,1,CBlock,4,0.255959851,1,3,Detchd,1957,-0.214918733,1.5
562,train,170000,3,3,HdBoard,HdBoard,0,3,1,CBlock,7,-0.254817684,2,3,Attchd,1975,-0.220846988,1
563,train,108000,3,3,WdShing,Wd Shng,0,4,1,CBlock,7,-2.195772319,0,0,NoGarage,1894,-0.997448487,1
564,train,185000,3,3,Wd Sdng,Wd Sdng,0,4,1,BrkTil,7,-0.356973191,3,3,Detchd,1955,0.342337305,2
565,train,268000,3,4,HdBoard,HdBoard,0,3,1,PConc,7,0.543852644,2,3,Attchd,1992,1.569486237,2.5
566,train,128000,3,3,Wd Sdng,Wd Sdng,0,0,0,PConc,7,-1.192790977,1,3,Detchd,1920,0.288983003,1.5
567,train,325000,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.850319165,3,3,BuiltIn,2005,1.982488052,2.5
568,train,214000,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.27453358,2,3,Attchd,2004,0.067661456,2
569,train,316600,3,4,Wd Sdng,Wd Sdng,0,4,1,CBlock,5,0.646008151,3,4,BuiltIn,1983,1.247384344,1.5
570,train,135960,3,3,MetalSd,MetalSd,0,3,2,CBlock,7,0.590286965,1,3,Detchd,1979,-1.102181005,1
571,train,142600,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,0.478844594,1,3,Detchd,1987,0.449045907,2
572,train,120000,3,3,WdShing,Wd Shng,0,0,0,CBlock,7,-0.858463863,1,3,Attchd,1959,-1.258291738,1
573,train,224500,3,3,VinylSd,VinylSd,0,0,0,PConc,7,0.822458572,2,3,Attchd,2009,0.377906839,2.5
574,train,170000,3,3,VinylSd,VinylSd,0,3,1,PConc,7,-0.338399463,2,3,BuiltIn,2000,-0.139827494,2.5
575,train,139000,3,3,MetalSd,AsphShn,2,0,0,CBlock,7,-0.858463863,1,3,BuiltIn,1971,-0.774150855,1
576,train,118500,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,-0.63557912,1,3,Detchd,1947,-0.562709735,1
577,train,145000,3,3,Wd Sdng,Wd Sdng,0,4,1,BrkTil,7,-1.192790977,1,3,Detchd,1928,-0.046951487,2
578,train,164500,3,3,VinylSd,VinylSd,0,2,2,CBlock,7,0.423123408,2,3,Attchd,1966,-0.35719687,1
579,train,146000,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.311681037,1,3,Detchd,2007,-0.214918733,2
580,train,131500,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-0.561284206,1,2,Attchd,1954,0.581443618,2
581,train,181900,3,3,Wd Sdng,Wd Sdng,0,4,2,CBlock,7,0.460270865,1,3,Attchd,1960,-0.141803579,1
582,train,253293,3,5,VinylSd,VinylSd,0,4,1,PConc,7,4.258598356,2,3,Attchd,2009,1.069536672,2.5
583,train,118500,4,3,HdBoard,HdBoard,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.35314383,1
584,train,325000,5,5,Wd Sdng,Wd Sdng,0,4,1,BrkTil,7,1.890447964,1,4,Detchd,1988,2.518007152,3.5
585,train,133000,3,3,AsbShng,AsbShng,0,0,0,BrkTil,7,-1.081348605,1,3,Detchd,1935,0.142752695,1
586,train,369900,3,4,VinylSd,VinylSd,0,4,2,PConc,7,1.890447964,2,3,Attchd,2005,1.041871479,2
587,train,130000,4,3,Stucco,Wd Shng,1,0,0,BrkTil,7,-0.91882848,3,3,Detchd,1961,-1.309669955,1
588,train,137000,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,0.255959851,1,3,Detchd,1996,-1.266196079,1
589,train,143000,3,3,Wd Sdng,Wd Sdng,0,4,2,CBlock,7,-0.096940992,1,3,Attchd,1968,-0.054855828,1
590,train,79500,3,3,VinylSd,VinylSd,0,0,0,BrkTil,7,-0.76559522,1,3,Detchd,1988,-1.117989686,1
591,train,185900,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.218812394,2,3,Attchd,2004,0.160537463,2.5
592,train,451950,3,5,CemntBd,CmentBd,0,4,1,PConc,7,1.713997543,2,3,BuiltIn,2008,1.571462323,2.5
593,train,138000,4,3,HdBoard,HdBoard,0,0,0,PConc,7,1.593268307,3,3,Detchd,1985,-1.35314383,1
594,train,140000,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.24553082,3,3,Attchd,2003,-1.289909102,1
595,train,110000,3,3,HdBoard,HdBoard,3,0,0,CBlock,7,-0.89561132,1,3,Detchd,1981,-1.139726624,1
596,train,319000,3,4,VinylSd,Other,0,3,1,PConc,7,1.323949243,3,3,Attchd,2005,0.642702261,2
597,train,114504,3,3,VinylSd,VinylSd,0,0,0,CBlock,7,-1.192790977,1,3,Detchd,1930,-0.262344778,1
598,train,194201,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.813171708,3,3,Attchd,2006,-0.19515788,1
599,train,217500,3,3,Plywood,Plywood,0,3,1,CBlock,7,0.68779904,3,3,Attchd,1977,0.288983003,2
600,train,151000,4,3,MetalSd,MetalSd,4,3,1,CBlock,7,-0.096940992,3,3,Attchd,1980,0.109159246,2.5
601,train,275000,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.221793736,3,3,BuiltIn,2003,0.796836909,2.5
602,train,141000,4,3,Wd Sdng,Wd Sdng,0,4,1,PConc,7,0.330254765,1,3,Detchd,1979,-0.248512182,1.5
603,train,220000,3,4,HdBoard,HdBoard,0,3,1,PConc,7,0.153804344,3,3,Attchd,1992,0.818573847,2.5
604,train,151000,3,4,MetalSd,MetalSd,0,0,0,PConc,7,0.033075108,2,3,Detchd,2004,-0.594327098,2.5
605,train,221000,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.265246715,2,3,Attchd,2002,-0.013358038,2
606,train,205000,3,3,HdBoard,HdBoard,0,2,3,CBlock,7,0.060935701,1,3,Attchd,1965,0.958875899,2.5
607,train,152000,4,3,VinylSd,VinylSd,4,0,0,PConc,7,0.478844594,1,3,Detchd,2000,-0.910500736,1
608,train,225000,4,3,MetalSd,MetalSd,0,0,0,CBlock,7,-1.127782927,1,3,Attchd,1948,1.002349774,3
609,train,359100,3,3,BrkFace,Wd Sdng,0,4,2,PConc,7,-0.431268106,1,3,Basment,1934,3.345986866,2.5
610,train,118500,2,3,VinylSd,VinylSd,0,0,0,CBlock,7,-0.98383653,1,3,Attchd,1961,-0.932237674,1
611,train,313000,3,4,VinylSd,VinylSd,0,5,2,PConc,7,1.221793736,3,3,Attchd,2000,1.288882134,2.5
612,train,148000,3,3,HdBoard,HdBoard,3,3,1,CBlock,7,0.423123408,1,3,Attchd,1978,-0.926309418,2
613,train,261500,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.269890147,2,3,BuiltIn,2001,0.733602182,2.5
614,train,147000,3,3,VinylSd,VinylSd,0,0,0,PConc,7,-2.195772319,0,0,NoGarage,1894,-0.752413917,1
615,train,75500,3,3,CemntBd,CmentBd,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.720695684,1
616,train,137500,4,3,MetalSd,MetalSd,3,0,0,PConc,7,0.033075108,2,3,Attchd,1963,-0.882835543,1
617,train,183200,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.370903488,3,3,Attchd,2002,0.01628324,2.5
618,train,105500,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,0.255959851,1,3,Detchd,1962,-1.321526466,1
619,train,314813,3,5,CemntBd,CmentBd,0,4,1,PConc,7,1.398244157,1,3,Attchd,2007,0.646654431,2
620,train,305000,3,4,VinylSd,VinylSd,0,4,2,PConc,7,1.282158354,3,3,Attchd,2003,1.504275425,2.5
621,train,67000,3,3,Stucco,Stucco,0,0,0,BrkTil,7,-2.195772319,0,0,NoGarage,1894,-1.258291738,1
622,train,240000,3,3,HdBoard,HdBoard,0,3,1,CBlock,7,0.701729336,2,3,Attchd,1974,2.199857428,2.5
623,train,135000,3,3,Plywood,Plywood,0,0,0,CBlock,7,0.051648837,1,3,Detchd,1986,-1.029065851,1
624,train,168500,3,4,MetalSd,MetalSd,0,3,1,PConc,7,-0.152662177,1,3,Detchd,2000,0.022211496,2.5
625,train,165150,3,3,VinylSd,VinylSd,0,3,1,CBlock,5,0.051648837,2,3,Attchd,1972,0.571563192,2
626,train,160000,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.152662177,1,3,Attchd,1962,-0.760318258,1.5
627,train,139900,3,3,Wd Sdng,Wd Sdng,2,3,1,CBlock,6,-0.867750727,2,3,Attchd,1960,-0.155636175,1
628,train,153000,3,3,AsbShng,AsbShng,0,4,2,CBlock,7,-0.50556302,2,3,Basment,1955,0.038020178,1
629,train,135000,3,3,Plywood,Plywood,0,3,2,PConc,7,0.14451748,1,3,Attchd,1969,1.144627911,2
630,train,168500,3,3,Plywood,Wd Sdng,4,0,0,CBlock,7,0.218812394,2,3,Attchd,1964,-0.297914313,1.5
631,train,124000,3,3,VinylSd,VinylSd,3,0,0,BrkTil,7,-1.081348605,1,2,Detchd,1937,0.492519783,1
632,train,209500,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.715659633,2,3,Attchd,2006,0.105207076,2
633,train,82500,4,3,Plywood,Plywood,0,3,1,CBlock,7,0.330254765,3,3,Attchd,1977,-0.177373113,2
634,train,139400,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.988479963,1,3,Attchd,1954,-0.878883373,1
635,train,144000,3,3,Plywood,Plywood,4,0,0,CBlock,7,0.478844594,1,3,Detchd,1980,-0.878883373,0
636,train,2.00E+05,3,2,VinylSd,VinylSd,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,3.743179999,2
637,train,60000,2,2,AsbShng,AsbShng,0,1,1,BrkTil,3,-2.195772319,0,0,NoGarage,1894,-1.384761194,1
638,train,93000,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-1.007053691,1,3,BuiltIn,1954,-0.224799159,2
639,train,85000,3,3,MetalSd,Wd Sdng,3,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.392665535,1
640,train,264561,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.813171708,3,3,Attchd,2006,0.130896184,2
641,train,274000,3,5,MetalSd,MetalSd,0,4,1,PConc,7,0.534565779,2,3,Attchd,2003,0.034068007,1.5
642,train,226000,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.822458572,3,3,Attchd,2001,0.84623904,2.5
643,train,345000,3,4,Plywood,Wd Sdng,3,3,3,CBlock,7,0.302394172,3,3,Attchd,1972,2.3777051,2.5
644,train,152000,3,3,WdShing,HdBoard,2,0,0,CBlock,6,-0.05050667,3,3,Attchd,1969,0.235628702,2.5
645,train,370878,3,5,CemntBd,CmentBd,0,4,1,PConc,7,0.023788244,3,3,Attchd,2009,0.524137146,2.5
646,train,143250,3,3,Plywood,Plywood,0,0,0,CBlock,7,0.478844594,1,3,Detchd,1979,-1.027089766,1.5
647,train,98300,3,3,MetalSd,MetalSd,0,0,0,CBlock,6,-0.24553082,1,3,Detchd,1950,-0.894692055,1
648,train,155000,3,3,Wd Sdng,Wd Sdng,0,4,2,CBlock,7,0.10272659,2,3,Attchd,1953,-0.803792134,1
649,train,155000,3,3,MetalSd,MetalSd,0,3,1,CBlock,7,-0.143375313,1,3,Attchd,1966,0.668391369,1.5
650,train,84500,3,3,CemntBd,CmentBd,3,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.720695684,1
651,train,205950,3,4,CemntBd,CmentBd,0,0,0,PConc,7,0.413836544,2,3,Attchd,2007,0.324552537,2.5
652,train,108000,3,3,MetalSd,MetalSd,3,4,1,CBlock,7,-0.821316405,1,2,Detchd,1940,0.018259325,1
653,train,191000,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.181664937,2,3,Attchd,1996,0.425332885,2.5
654,train,135000,3,3,MetalSd,MetalSd,3,0,0,CBlock,7,-1.192790977,1,3,Detchd,1906,-0.062760169,1
655,train,350000,4,4,MetalSd,MetalSd,0,3,1,PConc,7,1.700067247,3,3,Attchd,1995,1.209838724,2.5
656,train,88000,3,3,HdBoard,ImStucc,0,0,0,CBlock,7,-0.969906234,1,3,Detchd,1971,-0.807744304,1.5
657,train,145500,3,4,HdBoard,HdBoard,3,0,0,CBlock,7,-0.747021491,2,3,Attchd,1959,-0.884811628,1.5
658,train,149000,2,3,Stucco,Wd Shng,3,4,1,BrkTil,7,-0.942045641,2,3,Attchd,1931,0.002450644,1.5
659,train,97500,3,3,VinylSd,VinylSd,0,4,1,CBlock,7,-0.663439713,1,3,Attchd,1948,-0.084497107,1
660,train,167000,4,3,MetalSd,MetalSd,3,0,0,PConc,7,0.033075108,3,3,Detchd,1968,-0.02916672,1
661,train,197900,3,3,Plywood,Plywood,0,3,1,CBlock,7,0.358115358,2,3,Attchd,1976,0.858095552,2.5
662,train,402000,3,4,VinylSd,VinylSd,0,3,1,PConc,7,1.105707933,2,3,Attchd,1994,1.871827279,2.5
663,train,110000,3,3,Wd Sdng,Wd Sdng,0,3,2,CBlock,2,0.478844594,2,3,Attchd,1968,-0.214918733,1
664,train,137500,3,3,Plywood,Plywood,3,0,0,CBlock,7,0.534565779,2,3,Detchd,1974,-0.631872718,2
665,train,423000,3,4,VinylSd,VinylSd,0,5,1,PConc,7,3.069879728,3,3,Attchd,2005,1.17822136,1.5
666,train,230500,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.14451748,2,3,Attchd,2000,0.860071637,2.5
667,train,129000,4,3,Plywood,Plywood,0,1,1,CBlock,1,0.571713237,1,3,CarPort,1965,1.737453483,2.5
668,train,193500,3,3,HdBoard,HdBoard,0,2,1,PConc,7,0.474201162,2,3,Attchd,1994,0.352217731,2
669,train,168000,3,3,CemntBd,Wd Sdng,0,3,1,CBlock,5,0.478844594,1,3,Detchd,1999,-0.125994897,1.5
670,train,137500,3,3,MetalSd,MetalSd,0,4,1,BrkTil,7,-1.02562742,1,3,Detchd,1922,-0.633848803,1
671,train,173500,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.311681037,3,3,Attchd,2005,-0.048927573,2.5
672,train,103600,4,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,7,-0.802742677,1,3,Detchd,1930,-0.260368693,2
673,train,165000,3,4,Plywood,Plywood,0,3,1,CBlock,7,0.33954163,2,3,Attchd,1977,-0.578518416,1.5
674,train,257500,3,3,CemntBd,CmentBd,0,3,2,PConc,7,-0.264104549,3,3,Attchd,1957,0.668391369,2
675,train,140000,3,3,HdBoard,HdBoard,0,4,1,CBlock,7,-0.412694377,2,3,Attchd,1965,-0.720796554,1
676,train,148500,3,3,Plywood,Brk Cmn,0,3,1,CBlock,7,-0.152662177,1,3,Attchd,1978,-0.118090556,2.5
677,train,87000,3,3,AsbShng,Stucco,0,0,0,BrkTil,5,1.421461318,1,2,2Types,1920,0.539945828,2
678,train,109500,3,4,VinylSd,VinylSd,0,0,0,BrkTil,7,-1.081348605,1,2,Detchd,1924,-1.400569876,1
679,train,372500,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.676850086,3,3,Attchd,2008,1.077441013,2.5
680,train,128500,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,0.460270865,1,3,Detchd,1963,-1.013257169,1
681,train,143000,3,3,Plywood,Plywood,0,3,1,CBlock,7,-0.969906234,2,3,Attchd,1980,-1.141702709,2
682,train,159434,3,3,VinylSd,Stucco,0,0,0,BrkTil,7,-0.890967888,1,3,Detchd,1968,0.038020178,1
683,train,173000,3,3,Wd Sdng,Wd Sdng,0,4,1,PConc,7,-0.194453067,1,3,Attchd,1996,-0.414503342,1
684,train,285000,3,4,VinylSd,VinylSd,0,3,1,PConc,7,1.063917043,3,3,Attchd,2002,0.330480793,2
685,train,221000,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.060935701,3,3,Attchd,1998,0.668391369,2.5
686,train,207500,3,4,HdBoard,HdBoard,0,3,1,CBlock,6,0.483488026,3,3,Attchd,1984,1.164388764,2
687,train,227875,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.488131458,3,3,Attchd,2007,0.51425672,3
688,train,148800,3,4,MetalSd,MetalSd,0,0,0,PConc,7,0.033075108,1,3,Detchd,2004,-0.787983452,2.5
689,train,392000,3,4,MetalSd,MetalSd,0,4,1,PConc,7,0.437053704,2,3,Attchd,2007,-0.161564431,2
690,train,194700,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.059793535,2,3,Attchd,2005,-0.27420129,2
691,train,141000,3,4,VinylSd,VinylSd,0,3,1,PConc,7,-0.24553082,2,3,Attchd,2004,-1.289909102,1
692,train,755000,3,5,HdBoard,HdBoard,0,5,2,PConc,7,1.667563222,3,3,Attchd,1994,5.563154504,3.5
693,train,335000,3,4,MetalSd,MetalSd,0,4,2,PConc,7,0.720303065,2,3,Attchd,1989,2.012129331,2.5
694,train,108480,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-0.682013441,1,3,Detchd,1968,-0.845289924,1
695,train,141500,2,3,Wd Sdng,Wd Sdng,3,0,0,BrkTil,7,0.478844594,1,3,Detchd,1995,0.075565797,1.5
696,train,176000,3,3,HdBoard,HdBoard,0,3,1,CBlock,7,0.36275879,1,3,Attchd,1987,-0.718820468,2
697,train,89000,3,3,Wd Sdng,Wd Shng,0,0,0,CBlock,7,-1.24386873,1,3,Detchd,1921,-1.748360877,1
698,train,123500,3,3,Wd Sdng,Wd Sdng,0,0,0,PConc,7,-0.76559522,1,3,Detchd,1952,-0.697083531,1
699,train,138500,4,3,MetalSd,MetalSd,3,4,1,CBlock,7,-0.63557912,1,3,Detchd,1973,-1.199009181,1
700,train,196000,3,4,MetalSd,MetalSd,0,0,0,PConc,7,0.265246715,2,3,Attchd,2004,-0.216894818,2
701,train,312500,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.356453268,3,3,Attchd,2002,0.591324045,2
702,train,140000,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,0.255959851,1,3,Attchd,1969,-0.665466167,1.5
703,train,361919,3,5,VinylSd,VinylSd,0,4,1,PConc,7,0.896753486,3,3,BuiltIn,2006,2.124766189,2.5
704,train,140000,4,3,Wd Sdng,Wd Sdng,3,1,1,BrkTil,7,0.924614079,1,3,Detchd,1999,0.615037067,2
705,train,213000,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.618147558,2,3,Attchd,2004,-0.033118891,2
706,train,55000,2,2,VinylSd,Wd Shng,0,0,0,Slab,4,-2.195772319,0,0,NoGarage,1894,-0.807744304,2
707,train,302000,3,3,Plywood,Plywood,0,3,2,CBlock,7,1.235724033,1,3,Attchd,1971,0.63875009,2
708,train,254000,3,4,MetalSd,MetalSd,0,4,1,PConc,7,0.358115358,3,3,Attchd,2006,-0.349292529,2
709,train,179540,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.338399463,3,3,Attchd,2007,-0.088449277,2.5
710,train,109900,3,3,HdBoard,HdBoard,3,0,0,PConc,7,-0.301252006,1,3,Attchd,1966,-1.179248329,1
711,train,52000,3,4,VinylSd,VinylSd,0,0,0,CBlock,2,-2.195772319,0,0,NoGarage,1894,-1.525063246,1
712,train,102776,3,3,MetalSd,MetalSd,0,0,0,Stone,7,-0.412694377,2,3,Detchd,1964,-0.637800974,1
713,train,189000,3,4,HdBoard,HdBoard,0,4,1,PConc,7,-0.004072349,3,3,Attchd,1988,-0.538996712,2
714,train,129000,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,0.478844594,1,3,Detchd,1970,-1.068587556,1
715,train,130500,3,4,HdBoard,Plywood,0,0,0,CBlock,7,0.009857948,2,3,Attchd,1976,-0.042999317,2.5
716,train,165000,3,3,HdBoard,HdBoard,3,3,1,CBlock,7,0.023788244,2,3,Attchd,1974,-0.297914313,2
717,train,159500,4,3,Wd Sdng,VinylSd,0,0,0,BrkTil,7,1.073203908,1,3,Detchd,1996,2.081292314,1.5
718,train,157000,3,3,HdBoard,HdBoard,3,2,1,CBlock,7,-0.157305609,1,3,Attchd,1973,-0.637800974,1.5
719,train,341000,3,4,Wd Sdng,ImStucc,0,3,1,PConc,7,2.368721475,2,3,Attchd,1993,1.812544722,2.5
720,train,128500,3,3,HdBoard,Plywood,0,1,1,CBlock,7,-0.802742677,1,3,Attchd,1969,-1.046850618,1.5
721,train,275000,3,4,HdBoard,HdBoard,0,3,1,PConc,7,0.423123408,2,3,Attchd,1985,0.476711101,2
722,train,143000,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.24553082,2,3,Attchd,2004,-1.289909102,1
723,train,124500,4,3,MetalSd,MetalSd,0,0,0,CBlock,7,-0.045863238,1,3,Detchd,1994,-1.258291738,1
724,train,135000,3,3,MetalSd,MetalSd,0,0,0,PConc,7,0.348828494,1,3,Detchd,1958,-0.060784084,2
725,train,320000,3,5,CemntBd,CmentBd,0,4,1,PConc,7,1.370383565,3,3,Attchd,2007,0.38976335,2
726,train,120500,3,3,HdBoard,Plywood,0,0,0,CBlock,7,0.868892893,1,3,Detchd,1989,-1.258291738,1
727,train,222000,4,4,Wd Sdng,Plywood,0,4,1,CBlock,7,0.311681037,3,3,Attchd,1988,0.354193816,2
728,train,194500,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.738876794,2,3,Attchd,2007,-0.531092371,2
729,train,110000,3,3,VinylSd,VinylSd,0,0,0,CBlock,7,1.927595421,1,3,Detchd,1968,0.543897999,2
730,train,103000,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,0.307037605,1,3,Detchd,1962,-0.578518416,1
731,train,236500,3,4,CemntBd,CmentBd,0,3,1,PConc,7,0.627434422,2,3,Attchd,1995,0.227724361,2
732,train,187500,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.161949042,3,3,Attchd,2003,-0.701035701,2
733,train,222500,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.316324469,3,3,Attchd,1998,1.047799735,2.5
734,train,131400,3,3,HdBoard,HdBoard,2,3,1,CBlock,7,-0.969906234,2,3,Attchd,1961,-0.704987872,1
735,train,108000,3,3,Plywood,Plywood,0,0,0,PConc,7,-0.802742677,1,3,Attchd,1968,-1.092300578,1
736,train,163000,3,3,Wd Sdng,Wd Sdng,0,3,2,BrkTil,7,-0.709874034,1,3,Detchd,1914,0.528089317,1.5
737,train,93500,3,3,Stucco,Stone,0,0,0,CBlock,7,-0.338399463,1,3,Detchd,1949,-0.910500736,2
738,train,239900,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.518973393,3,3,Attchd,2005,0.59330013,2.5
739,train,179000,3,3,Plywood,Plywood,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-0.594327098,3
740,train,190000,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.460270865,2,3,Attchd,2004,0.449045907,2.5
741,train,132000,4,3,Wd Sdng,Wd Shng,4,0,0,BrkTil,7,-0.524136749,1,3,Detchd,1910,-0.135875323,2
742,train,142000,4,3,HdBoard,HdBoard,4,0,0,CBlock,7,-0.858463863,1,3,Detchd,1962,-1.163439647,1
743,train,179000,3,3,VinylSd,VinylSd,4,0,0,PConc,7,0.307037605,1,3,Attchd,2000,-0.299890398,2
744,train,175000,3,3,HdBoard,HdBoard,0,3,1,CBlock,5,0.033075108,2,3,Attchd,1997,-0.072640595,2
745,train,180000,3,4,HdBoard,HdBoard,0,3,1,PConc,7,-0.05050667,2,3,Attchd,1993,-0.323603421,2
746,train,299800,4,5,VinylSd,VinylSd,0,3,2,CBlock,7,1.662919789,3,3,BuiltIn,1994,2.399442037,3.5
747,train,236000,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.376689087,3,3,BuiltIn,2000,1.492418913,2.5
748,train,265979,3,4,Stucco,Stucco,0,4,1,Stone,7,1.81615305,1,3,Detchd,1950,2.251235645,1.5
749,train,260400,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.251316419,3,3,Attchd,1996,0.433237225,2
750,train,98000,3,3,WdShing,Wd Shng,0,0,0,Slab,4,-1.081348605,1,3,Detchd,1945,0.055804945,2
751,train,96500,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,5,-2.195772319,0,0,NoGarage,1894,-0.712892213,1
752,train,162000,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.338399463,3,3,Attchd,2003,-0.35719687,2.5
753,train,217000,4,3,VinylSd,VinylSd,0,0,0,PConc,7,0.478844594,2,3,Attchd,1997,-0.013358038,2
754,train,275500,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.8811611,2,3,Attchd,2005,1.180197445,2.5
755,train,156000,3,3,Plywood,Plywood,0,0,0,CBlock,7,-0.152662177,2,3,Detchd,1969,-0.93816593,1
756,train,172500,3,3,MetalSd,MetalSd,0,0,0,PConc,7,-0.152662177,1,3,Detchd,1999,-0.058807999,2.5
757,train,212000,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.488131458,2,3,Attchd,2007,0.528089317,2.5
758,train,158900,3,3,HdBoard,HdBoard,4,3,1,CBlock,7,-0.152662177,3,3,Attchd,1978,-0.226775244,2.5
759,train,179400,3,3,MetalSd,MetalSd,0,0,0,PConc,7,-0.152662177,1,3,Detchd,1999,0.000474558,2.5
760,train,290000,3,4,VinylSd,VinylSd,0,3,1,PConc,7,1.29608865,2,3,Attchd,1995,2.035842354,2.5
761,train,127500,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.802742677,1,5,Detchd,2008,-1.258291738,1
762,train,1.00E+05,3,3,Wd Sdng,Wd Sdng,0,0,0,PConc,6,-0.152662177,1,3,Detchd,1965,-0.394742489,1
763,train,215200,3,3,VinylSd,VinylSd,0,0,0,PConc,7,0.655295015,1,3,Attchd,2009,0.091374479,2.5
764,train,337000,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.779005593,2,3,Attchd,1999,1.707812204,2.5
765,train,270000,4,4,BrkFace,BrkFace,0,4,1,PConc,7,0.03771854,3,3,Attchd,1995,-0.013358038,1.5
766,train,264132,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.553139508,3,3,Attchd,2008,0.010354985,2
767,train,196500,3,3,HdBoard,HdBoard,3,3,1,CBlock,7,0.107370023,1,3,Attchd,1988,0.421380714,2.5
768,train,160000,3,3,VinylSd,VinylSd,0,0,0,CBlock,4,-0.231600524,1,3,Attchd,1989,0.492519783,2
769,train,216837,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.051648837,3,3,Attchd,2004,0.662463113,2
