Id,source,SalePrice,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Bath,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
155,train,125000.0,GasA,2,1Story,1,1,Lvl,Gtl,0.473181953,Corner,0.715059975,Reg,0,30,RM,0,None,none,0,3,OldTown,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,7,-0.747021491,1,2,Detchd,1923,-0.594327098,1.0,0.267305394627,-0.785025043887,-0.103330530851,None,4,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,1.18314461461,Y,Norm,Norm,FuseA,-1.07568666246,5,6,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.391995334865,AllPub,-0.929191516623,1923,1950,2006
156,train,79000.0,Grav,1,1.5Fin,1,1,Lvl,Gtl,0.146545835,Corner,-0.287413293,Reg,0,50,RL,0,None,none,0,4,Edwards,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,7,-2.195772319,0,0,NoGarage,1894,-0.799839963,1.0,-2.01993018693,0.437480205602,-0.103330530851,None,2,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.313672217275,N,Artery,Norm,FuseF,-0.116600697808,5,6,0,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.769513338223,AllPub,-0.929191516623,1924,1950,2008
157,train,109500.0,GasA,2,1Story,1,1,Lvl,Gtl,-0.417574658,Inside,-0.287413293,Reg,0,20,RL,0,None,none,0,6,NAmes,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,0.706372769,1,3,Detchd,1950,-0.910500736,1.0,-0.175908982483,-0.785025043887,-0.103330530851,None,2,1Fam,0,0,-1.37997484383,-0.358020298369,0,0,0,0,0,-2.30874808668,Y,Norm,Norm,FuseF,-1.07568666246,7,5,2,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,-4.74688154527,AllPub,-0.929191516623,1950,1950,2006
158,train,269500.0,GasA,4,2Story,1,3,Lvl,Gtl,0.584601851,Corner,0.986098015,Reg,0,60,RL,84,BrkFace,none,0,5,Timber,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.961761536,3,3,BuiltIn,2009,0.923306365,2.5,-1.08863509234,2.00060714674,-0.103330530851,None,4,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,5,0.641526507924,Y,Norm,Norm,SBrkr,0.921131704556,5,8,2,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,8,-0.32644399887,AllPub,-0.929191516623,2009,2010,2010
159,train,254900.0,GasA,4,2Story,1,2,Lvl,Gtl,0.672300693,Corner,1.234522179,Reg,0,60,FV,0,None,none,0,5,Somerst,3,4,VinylSd,VinylSd,2,4,1,PConc,7,0.952474672,2,3,Attchd,2004,0.881808575,2.5,-0.32522905229,1.44534712885,-0.103330530851,None,3,1Fam,3,1,0.246682064089,-0.358020298369,6,1,0,0,4,0.634129835674,Y,Norm,Norm,SBrkr,1.22779409376,5,7,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,0.0667913409636,AllPub,-0.929191516623,2004,2005,2010
160,train,320000.0,GasA,4,2Story,1,2,HLS,Gtl,1.523845083,Corner,2.106491489,IR1,0,60,RL,456,BrkFace,none,0,3,Gilbert,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.478844594,2,3,Attchd,2006,1.899492472,2.5,0.727720221309,1.71131201137,6.56761018601,None,4,1Fam,3,2,-0.288820708247,-0.358020298369,6,1,1,0,4,1.32789328989,Y,Norm,Norm,SBrkr,1.2121561018,5,7,2,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,9,0.65742325619,AllPub,1.21565408541,2005,2006,2006
161,train,162500.0,GasA,2,1Story,1,1,Lvl,Gtl,0.434765622,CulDSac,0.569696316,IR1,0,20,RL,0,None,none,0,6,Veenker,3,3,Plywood,Plywood,0,0,0,PConc,7,0.200238665,1,3,Attchd,1984,-0.531092371,2.0,0.348890806147,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.764938307636,-0.358020298369,4,1,0,0,4,0.313672217275,Y,Norm,Norm,SBrkr,-1.07568666246,6,6,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.438200645358,AllPub,-0.929191516623,1984,1984,2008
162,train,412500.0,GasA,4,2Story,1,3,Lvl,Gtl,0.842193551,Inside,1.518485897,IR1,0,60,RL,664,BrkFace,none,0,3,NridgHt,3,4,VinylSd,VinylSd,0,4,2,PConc,7,1.175359415,3,3,BuiltIn,2003,2.306566031,2.5,1.10550491299,1.77197066878,-0.103330530851,None,3,1Fam,3,3,0.994996613499,-0.358020298369,6,1,1,0,5,0.284665162721,Y,Norm,Norm,SBrkr,-1.07568666246,5,9,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,10,0.883899072985,AllPub,1.56393696589,2003,2004,2008
163,train,220000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.61362897,Corner,1.081700784,Reg,0,20,RL,226,BrkFace,none,0,5,NridgHt,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.27453358,2,3,Attchd,2005,0.079517968,2.0,1.04359679587,-0.785025043887,-0.103330530851,None,3,1Fam,3,2,1.08831568228,-0.358020298369,4,1,0,0,4,-0.174840256893,Y,Norm,Norm,SBrkr,0.88629308957,5,7,2,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,7,0.846237277864,AllPub,-0.929191516623,2005,2005,2010
164,train,103200.0,GasA,4,1.5Unf,1,1,Lvl,Gtl,-0.945714024,Inside,-0.546651856,Reg,0,45,RL,0,None,none,0,4,OldTown,3,3,MetalSd,MetalSd,3,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.222722204,1.0,-0.685420261449,-0.785025043887,-0.103330530851,None,1,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.794245421894,Y,Norm,Norm,SBrkr,-1.07568666246,6,4,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-0.122255106906,AllPub,-0.929191516623,1956,1956,2007
165,train,152000.0,GasA,3,1Story,1,2,Lvl,Gtl,-0.981695151,Corner,-1.495441437,Reg,0,40,RM,0,None,none,0,10,OldTown,4,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-1.192790977,1,3,Detchd,1926,0.227724361,2.0,0.132721701792,0.304497764341,-0.103330530851,Pave,3,1Fam,3,2,0.47897631499,-0.358020298369,2,1,0,0,3,0.648892226535,Y,Norm,Norm,FuseA,-1.07568666246,7,6,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.316540807307,AllPub,-0.929191516623,1926,2004,2007
166,train,127500.0,GasA,3,1.5Fin,2,1,Lvl,Gtl,0.247270675,Inside,-0.189720475,Reg,0,190,RL,0,None,none,0,9,Edwards,4,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,7,-2.195772319,0,0,NoGarage,1894,-0.288033886,2.0,-0.95599272825,0.491139787164,-0.103330530851,None,4,2fmCon,3,1,0.454156210409,2.22133512715,5,3,1,0,3,-0.961133899787,Y,Norm,Norm,SBrkr,-1.07568666246,7,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.600612333631,AllPub,0.890584599608,1940,1999,2008
167,train,190000.0,GasA,4,1Story,1,1,Lvl,Gtl,0.360732864,Inside,0.588259392,IR1,0,20,RL,0,None,none,0,11,ClearCr,3,4,Wd Sdng,Wd Sdng,2,4,3,CBlock,7,-0.788812381,3,3,Attchd,1955,0.723721755,1.0,1.64062452474,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,0.490357928683,3.3699687627,2,4,1,0,3,0.118661830461,Y,Norm,Norm,FuseA,-1.07568666246,5,5,2,0.0,None,CompShg,Hip,COD,3.0698299026,Pave,7,0.93765573693,AllPub,1.69001543238,1955,1993,2009
168,train,325624.0,GasA,4,2Story,1,3,Lvl,Gtl,0.333812479,Inside,0.785165891,Reg,0,60,RL,300,Stone,none,0,11,NridgHt,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.46789564,3,3,Attchd,2007,1.304690815,1.5,1.17976506425,0.500471888305,-0.103330530851,None,3,1Fam,3,1,1.12803295559,-0.358020298369,6,1,1,0,5,-0.296119567009,Y,Norm,Norm,SBrkr,1.16240806747,5,8,2,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,8,0.895937129999,AllPub,1.03215797563,2007,2007,2007
169,train,183500.0,GasA,4,2Story,1,2,Lvl,Gtl,-0.152057485,Inside,-0.189720475,IR1,0,60,RL,0,None,none,0,5,Gilbert,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.152662177,3,3,Attchd,2004,0.433237225,2.5,-0.836100849319,1.26803720716,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,0.736380519159,Y,Norm,Norm,SBrkr,0.698508164391,5,7,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.199465500853,AllPub,0.703633739911,2004,2004,2007
170,train,228000.0,GasA,2,1Story,1,1,Lvl,Gtl,1.228555203,Corner,0.643264597,IR1,0,20,RL,653,BrkFace,none,0,1,Timber,3,4,Plywood,Plywood,0,3,1,CBlock,7,0.177021505,2,3,Attchd,1981,0.407548117,2.5,1.36173165097,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.66436113703,Y,Norm,Norm,SBrkr,0.841269757994,6,8,2,0.0,None,WdShake,Hip,WD,-0.308889511743,Pave,6,1.01808573225,AllPub,1.83073704334,1981,1981,2006
171,train,128500.0,GasA,2,1.5Fin,1,1,Lvl,Gtl,0.641756697,Inside,-0.287413293,IR1,528,50,RM,0,None,none,0,5,OldTown,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,0.868892893,1,3,Detchd,1991,-0.234679585,1.5,-0.785061936848,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,0.466051457731,-0.358020298369,3,1,0,0,3,-0.12542705728,Y,Feedr,Norm,SBrkr,-1.07568666246,6,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.436093171502,AllPub,1.21026730775,1941,1950,2007
172,train,215000.0,GasA,1,1Story,1,1,Lvl,Gtl,2.493290865,Corner,2.258200973,IR1,0,20,RL,112,Stone,none,0,5,NAmes,3,3,BrkFace,Plywood,0,4,2,CBlock,7,0.255959851,3,3,Attchd,1960,0.30676777,1.0,1.26737272996,-0.785025043887,-0.103330530851,None,3,1Fam,4,4,0.748290686567,-0.358020298369,4,1,1,0,3,0.0582614856015,Y,Norm,Norm,SBrkr,0.825380617613,5,6,1,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,7,0.210631716145,AllPub,1.13374576706,1960,1960,2010
173,train,239000.0,GasA,3,2Story,1,2,Lvl,Gtl,-1.016130211,Inside,-1.211477719,IR1,0,160,RL,0,None,none,0,6,StoneBr,4,4,HdBoard,HdBoard,0,3,1,PConc,7,0.14451748,2,4,Attchd,1987,0.526113232,2.0,-0.105293289152,0.855091731668,-0.103330530851,None,2,TwnhsE,4,1,0.619652135268,2.34521024956,6,3,1,0,4,-0.140060021471,Y,Norm,Norm,SBrkr,0.545028498069,7,7,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.185400661989,AllPub,1.63411612129,1987,1987,2006
174,train,163000.0,GasA,2,1Story,1,1,Lvl,Gtl,0.264848825,Inside,0.569696316,IR1,0,20,RL,491,BrkCmn,none,0,6,NAmes,3,3,WdShing,Wd Shng,0,3,1,CBlock,7,0.14451748,1,3,Attchd,1961,-0.27420129,1.5,0.66008748169,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.362775590649,2.7665370897,5,3,1,0,3,0.528705498243,Y,Norm,Norm,SBrkr,0.282322024321,5,6,2,0.0,None,CompShg,Gable,COD,-0.308889511743,Pave,6,0.617714394333,AllPub,-0.929191516623,1961,1961,2008
175,train,184000.0,GasA,2,1Story,1,1,Lvl,Gtl,0.650938368,Inside,-1.014964924,IR1,0,20,RL,132,Stone,none,0,11,Timber,3,3,VinylSd,Plywood,0,3,1,CBlock,5,0.664581879,3,3,Attchd,1986,0.296887344,2.0,1.25796757882,-0.785025043887,-0.103330530851,None,3,1Fam,2,1,1.17510981542,2.32113499244,5,2,1,0,4,-2.30874808668,Y,Norm,Norm,SBrkr,-1.07568666246,5,6,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.924612832525,AllPub,1.07825585475,1986,1986,2008
176,train,243000.0,GasA,2,1Story,1,2,Lvl,Gtl,0.682118152,Corner,0.715059975,Reg,0,20,RL,0,None,none,0,6,Edwards,3,3,WdShing,Wd Shng,3,4,1,CBlock,7,0.478844594,1,3,Attchd,1950,1.29876256,2.0,2.09206734117,-0.785025043887,-0.103330530851,None,4,1Fam,4,3,0.601401617036,-0.358020298369,5,1,1,0,3,0.567651002204,Y,Norm,Norm,SBrkr,0.455371589499,7,6,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.394908246822,AllPub,-0.929191516623,1950,2001,2007
177,train,211000.0,GasA,2,2Story,1,1,Lvl,Gtl,0.232272781,Corner,1.143773113,IR1,0,60,RL,268,BrkFace,none,0,9,ClearCr,3,4,Plywood,Plywood,0,3,1,PConc,7,0.223455826,1,3,Attchd,1988,1.105106206,2.5,0.172908833406,1.30536561173,-0.103330530851,None,4,1Fam,3,1,0.885938364312,-0.358020298369,6,1,0,1,4,-0.226175102013,Y,Norm,Norm,SBrkr,1.50263335682,5,6,2,0.0,None,CompShg,Gable,WD,3.30207599244,Pave,8,0.31954347841,AllPub,-0.929191516623,1988,1989,2007
178,train,172500.0,GasA,4,1.5Fin,1,2,Lvl,Gtl,0.836742174,Inside,0.255788989,Reg,0,50,RL,0,None,none,0,7,Sawyer,4,4,MetalSd,MetalSd,0,4,1,CBlock,7,-0.101584424,1,3,Attchd,1958,0.828454273,2.0,0.398823886798,0.773435846683,-0.103330530851,None,4,1Fam,3,1,-0.288820708247,2.89897925986,5,4,1,0,3,0.281001367368,Y,Norm,Norm,SBrkr,-1.07568666246,5,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,0.166302689241,AllPub,-0.929191516623,1958,1958,2006
179,train,501837.0,GasA,4,1Story,1,3,Lvl,Gtl,1.315307057,CulDSac,-0.142049634,IR1,0,20,RL,748,Stone,none,0,7,StoneBr,3,5,VinylSd,VinylSd,0,4,1,PConc,7,3.218469556,3,3,Attchd,2009,1.448945038,2.0,2.2000415561,-0.785025043887,-0.103330530851,None,1,1Fam,3,1,1.35787838971,-0.358020298369,6,1,1,0,5,-0.247291187081,Y,Norm,Norm,SBrkr,0.809004859343,5,9,2,0.0,None,CompShg,Hip,New,-0.308889511743,Pave,9,1.56987057283,AllPub,-0.929191516623,2008,2009,2009
180,train,100000.0,GasA,2,1Story,1,1,Lvl,Gtl,-0.087483179,Inside,-0.287413293,Reg,0,30,RM,0,None,none,0,7,OldTown,3,4,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,0.033075108,1,2,Detchd,1935,-1.052778874,1.0,-0.397854677568,-0.785025043887,-0.103330530851,None,2,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.907372982826,Y,Norm,Norm,SBrkr,-1.07568666246,6,5,0,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.0281584865606,AllPub,-0.929191516623,1923,2006,2007
181,train,177000.0,GasA,4,2Story,1,2,Lvl,Gtl,-2.817895227,Inside,0.276407508,Reg,0,160,FV,456,BrkFace,none,0,6,Somerst,3,4,MetalSd,MetalSd,0,3,1,PConc,7,-0.152662177,1,3,Detchd,2000,0.047900604,2.5,-1.10862577143,0.978742071788,-0.103330530851,None,3,Twnhs,3,1,0.557544146309,-0.358020298369,6,1,0,0,4,-0.226175102013,Y,Norm,Norm,SBrkr,-1.07568666246,5,6,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.362382063719,AllPub,-0.929191516623,2000,2000,2007
182,train,200100.0,GasA,3,2Story,1,1,Lvl,Gtl,-0.314651988,Inside,-0.601320619,Reg,0,70,RL,0,None,none,0,7,Crawfor,3,3,Stucco,Stucco,0,4,1,BrkTil,7,-1.192790977,1,2,Detchd,1920,0.595276215,1.5,-0.619572173501,1.31703073815,-0.103330530851,None,4,1Fam,3,1,0.455490586986,-0.358020298369,2,1,0,0,2,0.0582614856015,Y,Norm,Norm,SBrkr,-1.07568666246,6,7,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,-0.289137748584,AllPub,-0.929191516623,1920,1950,2006
183,train,120000.0,GasA,4,1Story,1,1,Lvl,Gtl,0.033020583,Inside,-0.287413293,Reg,0,20,RL,98,BrkFace,none,0,6,Edwards,3,3,Wd Sdng,Wd Sdng,3,4,1,PConc,7,-1.02562742,2,3,Attchd,1957,-0.317675165,1.0,0.609546840326,-0.785025043887,7.0441059515,None,3,1Fam,0,0,-1.37997484383,-0.358020298369,0,0,0,0,0,-2.30874808668,Y,Artery,Norm,SBrkr,-1.07568666246,6,5,2,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,7,-4.74688154527,AllPub,0.784498080683,1957,2006,2007
184,train,200000.0,GasA,4,1.5Fin,1,2,Lvl,Gtl,0.487996994,Inside,-0.142049634,Reg,0,50,RM,0,None,none,0,6,OldTown,3,3,VinylSd,VinylSd,0,0,0,PConc,4,0.051648837,1,3,Detchd,2003,1.148580082,2.5,0.66008748169,0.894753161518,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.35568778124,Y,Norm,Norm,SBrkr,1.52581876842,5,7,0,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.617714394333,AllPub,1.31888276359,2003,2003,2008
185,train,127000.0,GasA,3,1.5Fin,1,1,Lvl,Gtl,-0.353803756,Inside,0.986098015,IR1,0,50,RL,0,None,none,0,6,BrkSide,3,3,AsbShng,Plywood,3,0,0,PConc,7,0.478844594,1,3,Attchd,1986,-0.491570666,1.0,-0.501790141697,-0.0477890537368,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,2,0.186472785543,Y,RRAn,Feedr,SBrkr,-1.07568666246,8,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.9432816137,AllPub,0.7247610919,1908,1991,2006
186,train,475000.0,GasA,4,2.5Fin,1,3,Lvl,Gtl,1.855592006,Inside,0.920614852,IR2,572,75,RM,0,None,none,0,6,OldTown,4,4,Wd Sdng,Wd Sdng,4,3,2,BrkTil,7,1.704710679,1,5,Detchd,1993,4.164086155,2.5,0.996863496908,2.75650733917,-0.103330530851,None,4,1Fam,3,2,-1.37997484383,-0.358020298369,1,1,0,0,3,1.07715764359,Y,Artery,Norm,SBrkr,1.57374222391,9,10,2,0.0,None,WdShngl,Gable,WD,3.9032515297,Pave,12,0.252622720609,AllPub,-0.929191516623,1892,1993,2006
187,train,173000.0,GasA,4,SLvl,1,2,Lvl,Gtl,0.216173857,CulDSac,0.337420506,IR1,0,80,RL,0,None,none,0,6,Mitchel,3,3,HdBoard,HdBoard,4,0,0,PConc,7,0.112013455,1,3,Attchd,1990,-0.560733649,2.0,0.310911942126,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,0.725356136591,-0.358020298369,6,1,1,0,4,0.322628784323,Y,Norm,Norm,SBrkr,0.421656830467,5,7,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.374446175651,AllPub,0.997431376885,1990,1991,2009
188,train,135000.0,GasA,4,1.5Fin,1,1,Lvl,Gtl,0.305387483,Inside,-0.287413293,Reg,144,50,RL,0,None,none,0,8,OldTown,3,3,HdBoard,HdBoard,3,0,0,CBlock,5,-1.359954534,1,2,Detchd,1916,0.30676777,2.5,-0.95599272825,0.857424756954,5.4557867332,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,2,0.464469138207,Y,Norm,Norm,SBrkr,-1.07568666246,7,5,0,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,-0.564891291966,AllPub,-0.929191516623,1916,1987,2009
189,train,153337.0,GasA,2,SFoyer,2,1,Bnk,Gtl,-0.467779508,Inside,-0.095129546,Reg,0,90,RL,275,Stone,none,0,6,SawyerW,3,3,Plywood,Plywood,0,3,2,CBlock,7,0.255959851,1,3,Detchd,1979,-0.546901053,1.0,0.328692698319,-0.785025043887,-0.103330530851,None,2,Duplex,3,3,1.03188368192,-0.358020298369,6,1,2,0,4,-2.30874808668,Y,Feedr,Norm,SBrkr,-1.07568666246,5,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.220025960292,AllPub,0.803320152167,1979,1979,2009
190,train,286000.0,GasA,4,1Story,1,3,Lvl,Gtl,-1.163042371,Inside,-1.421873156,Reg,0,120,RL,0,None,none,0,8,StoneBr,3,4,CemntBd,CmentBd,0,4,1,PConc,7,0.971048401,3,3,Attchd,2001,0.1822744,1.5,1.14676016369,-0.785025043887,-0.103330530851,None,0,TwnhsE,3,3,1.06534476025,-0.358020298369,6,1,1,0,5,0.0561333724548,Y,Norm,Norm,SBrkr,1.16240806747,5,8,2,0.0,None,CompShg,Gable,WD,3.42225350856,Pave,5,0.909117666697,AllPub,-0.929191516623,2001,2002,2008
191,train,315000.0,GasA,2,2Story,1,2,Bnk,Mod,0.335297179,Inside,0.171857693,Reg,0,70,RL,0,None,none,0,12,Crawfor,3,4,BrkFace,BrkFace,0,3,2,CBlock,3,-0.152662177,1,3,Detchd,1932,2.42315506,2.5,1.05969024382,1.96327874218,-0.103330530851,None,3,1Fam,4,1,0.376809084643,-0.358020298369,3,1,0,0,4,0.284665162721,Y,Norm,Norm,SBrkr,0.914341780471,8,8,2,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,10,-0.175284122368,AllPub,-0.929191516623,1932,1994,2007
192,train,184000.0,GasA,3,2Story,1,2,Lvl,Gtl,-0.344860594,CulDSac,0.296884317,IR1,0,60,RL,138,BrkFace,none,0,6,NAmes,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,0.051648837,3,3,Attchd,1972,-0.042999317,1.5,-1.29029821201,0.974076021218,-0.103330530851,None,4,1Fam,3,1,0.737750843528,-0.358020298369,5,1,1,0,3,-1.03090174037,Y,Norm,Norm,SBrkr,0.502138558242,9,7,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.425703675309,AllPub,-0.929191516623,1972,2004,2007
193,train,192000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.02369165,Inside,0.085493269,IR1,0,20,RL,0,None,none,0,9,CollgCr,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.896753486,3,3,Attchd,1999,-0.137851408,2.0,0.813518538118,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,0.681186774257,-0.358020298369,6,1,1,0,4,0.77926635781,Y,Norm,Norm,SBrkr,0.545028498069,5,7,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.708159642942,AllPub,-0.929191516623,1999,1999,2009
194,train,130000.0,GasA,4,2Story,1,2,Lvl,Gtl,-2.474632409,Inside,-3.017376908,Reg,0,160,RM,50,Stone,none,0,5,Edwards,3,4,VinylSd,VinylSd,0,0,0,PConc,3,-0.431268106,1,3,Detchd,2004,0.411500288,2.0,-0.39147201797,0.939080641938,-0.103330530851,None,3,Twnhs,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,0.909924673499,Y,Norm,Norm,SBrkr,0.6094836103,5,7,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.0315431875124,AllPub,-0.929191516623,2004,2004,2006
195,train,127000.0,GasA,2,1Story,1,1,Lvl,Gtl,-0.423029227,Inside,-0.287413293,IR1,0,20,RL,0,None,none,0,5,CollgCr,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.561284206,1,3,Detchd,1989,-1.258291738,1.0,-0.749109618026,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,0.50396167626,-0.358020298369,5,1,0,0,3,0.126801395786,Y,Norm,Norm,SBrkr,-1.07568666246,7,5,2,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,-0.155023418642,AllPub,-0.929191516623,1972,1972,2008
196,train,148500.0,GasA,2,2Story,1,1,Lvl,Gtl,-2.672443369,FR2,-3.017376908,Reg,0,160,RL,0,None,none,0,7,NPkVill,3,3,Plywood,Brk Cmn,0,3,1,CBlock,7,-0.152662177,1,3,Attchd,1976,-0.088449277,2.5,-0.781448023062,0.617123152569,-0.103330530851,None,3,Twnhs,3,1,0.686556234938,-0.358020298369,5,1,0,0,4,-0.310025285555,Y,Norm,Norm,SBrkr,-1.07568666246,6,6,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.171586826005,AllPub,0.629994796672,1976,1976,2009
197,train,311872.0,GasA,4,1Story,1,3,Lvl,Gtl,0.108596752,Inside,0.532219545,Reg,0,20,RL,205,Stone,none,0,9,Somerst,3,5,CemntBd,CmentBd,0,4,1,PConc,7,1.453965343,3,3,Attchd,2007,0.445093737,2.0,1.39617344288,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,1.05206432982,-0.358020298369,6,1,1,0,5,0.363192943924,Y,Norm,Norm,SBrkr,1.23545112725,5,7,2,0.0,None,CompShg,Hip,New,3.5574189097,Pave,8,1.06366200251,AllPub,1.00801819293,2007,2007,2007
198,train,235000.0,GasA,3,2Story,1,2,Lvl,Gtl,2.055956462,Corner,2.884747543,Reg,392,75,RL,0,None,none,0,3,NAmes,4,4,Stucco,Stucco,4,5,1,PConc,7,1.495756232,1,3,Detchd,1918,3.183947877,2.0,0.655526374393,2.3878893441,-0.103330530851,None,4,1Fam,3,1,1.00575059647,2.23302299545,6,2,1,1,3,-0.826908995574,Y,Artery,Norm,SBrkr,0.181246604353,4,8,2,0.64,Good,CompShg,Gable,WD,-0.308889511743,Pave,8,0.61504546855,AllPub,-0.929191516623,1918,1990,2006
199,train,104000.0,GasA,4,2.5Fin,1,1,Lvl,Gtl,-0.938596352,Corner,0.986098015,Reg,371,75,RM,0,None,none,0,7,OldTown,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,1.439064612,1.0,-0.524994118275,1.38235544614,-0.103330530851,None,5,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.613251628853,Y,Norm,Norm,SBrkr,1.42681105039,6,6,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,-0.364396085743,AllPub,-0.929191516623,1912,1950,2009
