Id,source,SalePrice,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
206,train,180500.0,GasA,4,1Story,1.0,1,Lvl,Gtl,11851.0,Corner,99.0,Reg,0.0,20,RL,0,None,none,0.0,5,Gilbert,0,3,3,HdBoard,HdBoard,0,0,0,PConc,2,7,500,2,3,2,3,Attchd,1990,1442,0,1442,0,508,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,1424.0,Y,Norm,Norm,SBrkr,34,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1424.0,AllPub,0,1990,1990,2009
207,train,143900.0,GasA,2,1Story,1.0,1,Lvl,Gtl,13673.0,CulDSac,40.0,IR1,0.0,20,RL,0,None,none,0.0,3,Sawyer,0,4,3,HdBoard,HdBoard,0,3,1,CBlock,1,5,349,1,3,2,3,Attchd,1962,1696,1,1696,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,1140.0,Y,RRAe,Norm,SBrkr,30,5,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1140.0,AllPub,0,1962,1962,2007
208,train,141000.0,GasA,2,1Story,1.0,1,Lvl,Gtl,12493.0,Inside,73.0,IR1,0.0,20,RL,0,None,none,0.0,4,NAmes,0,3,3,Wd Sdng,Wd Sdng,2,1,1,PConc,1,7,312,1,3,2,3,Attchd,1960,1100,0,1100,0,0,None,3,1Fam,3,1,419.0,306.0,5,3,1.0,0.0,3,375.0,Y,Norm,Norm,SBrkr,0,5,4,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1100.0,AllPub,355,1960,1960,2008
209,train,277000.0,GasA,4,2Story,1.0,1,Low,Mod,14364.0,Inside,67.0,IR1,0.0,60,RL,128,BrkFace,none,0.0,4,SawyerW,0,3,4,Plywood,Plywood,0,4,1,CBlock,2,7,454,2,3,3,3,Attchd,1988,2062,1,1180,882,0,None,3,1Fam,3,4,1065.0,0.0,6,1,1.0,0.0,4,92.0,Y,Norm,Norm,SBrkr,55,5,7,2,0,None,CompShg,Gable,Normal,WD,154,Pave,7,1157.0,AllPub,60,1988,1989,2007
210,train,145000.0,GasA,4,1Story,1.0,1,Lvl,Gtl,8250.0,Inside,75.0,Reg,0.0,20,RL,260,Stone,none,0.0,7,NAmes,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,504,2,4,2,3,Attchd,1964,1092,0,1092,0,0,None,3,1Fam,3,1,787.0,0.0,3,1,1.0,0.0,4,305.0,Y,Norm,Norm,SBrkr,0,7,6,2,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1092.0,AllPub,0,1964,1964,2008
211,train,98000.0,GasA,2,1Story,1.0,1,Lvl,Gtl,5604.0,Inside,67.0,Reg,0.0,30,RL,0,None,none,0.0,4,Edwards,96,3,3,Stucco,Stucco,0,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,864,0,864,0,0,None,2,1Fam,3,1,468.0,0.0,3,1,1.0,0.0,3,396.0,N,Norm,Norm,FuseA,0,6,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,864.0,AllPub,0,1925,1950,2008
212,train,186000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,10420.0,Corner,83.0,Reg,0.0,20,RL,0,None,none,0.0,3,Edwards,0,3,3,VinylSd,VinylSd,0,0,0,PConc,2,7,460,2,3,2,3,Attchd,2009,1212,0,1212,0,0,None,3,1Fam,3,2,36.0,0.0,6,1,0.0,0.0,4,1176.0,Y,Norm,Norm,SBrkr,22,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1212.0,AllPub,100,2009,2009,2010
213,train,252678.0,GasA,4,2Story,1.0,2,Lvl,Gtl,8640.0,Inside,72.0,Reg,0.0,60,FV,0,None,none,0.0,7,Somerst,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,7,644,2,3,2,3,Attchd,2009,1852,1,932,920,0,None,3,1Fam,3,1,822.0,0.0,6,1,1.0,0.0,4,78.0,Y,Norm,Norm,SBrkr,108,5,7,2,0,None,CompShg,Gable,Partial,New,0,Pave,7,900.0,AllPub,168,2009,2009,2009
214,train,156000.0,GasA,4,1Story,1.0,1,Lvl,Gtl,13568.0,CulDSac,43.0,IR2,0.0,20,RL,0,None,none,0.0,7,CollgCr,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,7,576,2,3,1,3,Attchd,1996,990,0,990,0,0,None,3,1Fam,3,1,716.0,0.0,5,1,0.0,1.0,4,274.0,Y,Norm,Norm,SBrkr,0,5,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,990.0,AllPub,224,1995,1995,2006
215,train,161750.0,GasA,4,2Story,1.0,1,Lvl,Gtl,10900.0,FR2,70.0,IR1,0.0,60,RL,153,BrkFace,Shed,450.0,3,CollgCr,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,299,1,3,3,3,Attchd,1977,1392,1,689,703,0,None,3,1Fam,3,1,378.0,0.0,6,1,0.0,0.0,4,311.0,Y,Norm,Norm,SBrkr,36,7,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,689.0,AllPub,0,1977,1977,2010
216,train,134450.0,GasA,2,1Story,1.0,2,Lvl,Gtl,10011.0,Inside,72.0,IR1,0.0,20,RL,64,BrkFace,none,0.0,5,NAmes,0,3,3,HdBoard,HdBoard,3,2,1,CBlock,1,6,447,1,3,1,3,Attchd,1957,1236,0,1236,0,0,None,2,1Fam,3,1,360.0,0.0,4,1,0.0,1.0,3,710.0,Y,Norm,Norm,SBrkr,0,6,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1070.0,AllPub,0,1957,1996,2006
217,train,210000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,8450.0,Inside,65.0,Reg,0.0,20,RL,266,BrkFace,none,0.0,4,CollgCr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,484,2,3,1,3,Attchd,2004,1436,0,1436,0,0,None,3,1Fam,3,2,946.0,0.0,6,1,1.0,0.0,4,490.0,Y,Norm,Norm,SBrkr,98,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1436.0,AllPub,139,2004,2004,2008
218,train,107000.0,GasA,1,2Story,1.0,1,Lvl,Gtl,9906.0,Inside,57.0,Reg,0.0,70,RM,0,None,none,0.0,9,OldTown,60,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,210,1,3,1,3,Detchd,1940,1328,0,810,518,0,Grvl,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,686.0,N,Norm,Norm,SBrkr,172,4,4,2,0,None,CompShg,Gable,Family,WD,0,Pave,8,686.0,AllPub,0,1925,1950,2006
219,train,311500.0,GasA,4,1.5Fin,1.0,2,Lvl,Gtl,15660.0,Corner,70.0,IR1,0.0,50,RL,312,BrkFace,none,0.0,5,Crawfor,150,4,4,VinylSd,VinylSd,0,3,2,CBlock,1,7,431,2,3,1,3,Attchd,1939,1954,1,1137,817,0,None,3,1Fam,3,1,341.0,0.0,4,1,0.0,1.0,3,457.0,Y,Norm,Norm,SBrkr,119,9,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,798.0,AllPub,0,1939,2006,2008
220,train,167240.0,GasA,4,1Story,1.0,2,Lvl,Gtl,3010.0,Inside,43.0,Reg,0.0,120,RL,16,BrkFace,none,0.0,3,Blmngtn,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,438,2,3,3,3,Attchd,2005,1248,0,1248,0,0,None,2,TwnhsE,3,3,16.0,0.0,6,1,0.0,0.0,4,1232.0,Y,Norm,Norm,SBrkr,0,5,7,2,0,None,CompShg,Gable,Partial,New,0,Pave,5,1248.0,AllPub,108,2005,2006,2006
221,train,204900.0,GasA,4,1Story,1.0,2,Lvl,Gtl,8990.0,Inside,73.0,IR1,0.0,20,RL,0,None,none,0.0,4,CollgCr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,675,2,3,2,3,Attchd,2006,1498,0,1498,0,0,None,2,1Fam,3,2,0.0,0.0,1,1,0.0,0.0,4,1498.0,Y,Norm,Norm,SBrkr,33,5,7,2,0,None,CompShg,Gable,Partial,New,0,Pave,5,1498.0,AllPub,351,2006,2006,2006
222,train,200000.0,GasA,4,2Story,1.0,2,Lvl,Gtl,8068.0,Inside,64.0,IR1,0.0,60,RL,0,None,none,0.0,12,Gilbert,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,7,390,2,3,2,3,BuiltIn,2002,2267,1,1010,1257,0,None,4,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,1010.0,Y,Norm,Norm,SBrkr,46,5,6,2,0,None,CompShg,Gable,Normal,ConLI,0,Pave,8,1010.0,AllPub,120,2002,2002,2009
223,train,179900.0,GasA,2,2Story,1.0,1,Lvl,Gtl,11475.0,Inside,85.0,Reg,0.0,60,RL,0,None,none,0.0,2,NWAmes,0,3,3,VinylSd,VinylSd,3,3,1,CBlock,2,7,434,2,3,2,3,Attchd,1975,1552,1,811,741,0,None,3,1Fam,3,1,550.0,0.0,5,1,1.0,0.0,4,163.0,Y,RRAn,Norm,SBrkr,208,6,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,713.0,AllPub,209,1975,1975,2006
224,train,97000.0,GasA,3,1Story,1.0,1,Lvl,Gtl,10500.0,FR2,70.0,Reg,0.0,20,RL,0,None,none,0.0,3,NAmes,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,7,576,2,3,1,3,Detchd,1989,864,0,864,0,0,None,2,1Fam,3,1,524.0,180.0,5,2,0.0,0.0,3,160.0,Y,Norm,Norm,SBrkr,0,6,4,2,0,None,CompShg,Gable,Abnorml,WD,0,Pave,4,864.0,AllPub,216,1971,1971,2009
225,train,386250.0,GasA,4,1Story,1.0,3,Lvl,Gtl,13472.0,Inside,103.0,Reg,0.0,20,RL,922,BrkFace,none,0.0,6,NridgHt,0,3,5,VinylSd,VinylSd,0,5,1,PConc,2,7,968,3,3,3,3,Attchd,2003,2392,0,2392,0,0,None,3,1Fam,3,4,56.0,0.0,6,1,0.0,0.0,5,2336.0,Y,Norm,Norm,SBrkr,105,5,10,2,0,None,CompShg,Hip,Normal,WD,0,Pave,8,2392.0,AllPub,248,2003,2003,2009
226,train,112000.0,GasA,2,2Story,1.0,1,Lvl,Gtl,1680.0,Inside,21.0,Reg,0.0,160,RM,142,BrkFace,none,0.0,5,BrDale,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,2,7,280,1,3,1,3,Detchd,1991,1302,1,630,672,0,None,3,Twnhs,3,1,0.0,0.0,1,1,0.0,0.0,3,630.0,Y,Norm,Norm,SBrkr,0,5,5,2,0,None,CompShg,Gable,Abnorml,COD,0,Pave,6,630.0,AllPub,0,1971,1971,2009
227,train,290000.0,GasA,4,2Story,1.0,2,Lvl,Gtl,9950.0,Inside,82.0,IR1,0.0,60,RL,290,BrkFace,none,0.0,6,NoRidge,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,7,721,3,3,2,3,Attchd,1995,2520,1,1214,1306,0,None,4,1Fam,3,1,565.0,0.0,6,1,0.0,0.0,4,638.0,Y,Norm,Norm,SBrkr,114,5,7,2,0,None,CompShg,Gable,Abnorml,WD,0,Pave,9,1203.0,AllPub,224,1995,1995,2007
228,train,106000.0,GasA,2,2Story,1.0,1,Lvl,Gtl,1869.0,Inside,21.0,Reg,0.0,160,RM,127,BrkFace,none,0.0,9,BrDale,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,7,280,1,3,1,3,Detchd,1987,987,1,483,504,0,None,2,Twnhs,3,1,321.0,0.0,3,1,0.0,0.0,3,162.0,Y,Norm,Norm,SBrkr,0,6,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,483.0,AllPub,0,1970,1970,2008
229,train,125000.0,GasA,2,1Story,1.0,1,Lvl,Gtl,8521.0,FR2,70.0,Reg,0.0,20,RL,0,None,none,0.0,5,Sawyer,0,3,3,HdBoard,HdBoard,3,2,1,CBlock,1,7,336,1,3,1,3,Detchd,1974,912,0,912,0,0,None,3,1Fam,3,1,842.0,0.0,5,1,0.0,0.0,3,70.0,Y,Feedr,Norm,SBrkr,0,5,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,912.0,AllPub,0,1967,1967,2010
230,train,192500.0,GasA,4,1Story,1.0,2,Lvl,Gtl,3182.0,Inside,43.0,Reg,0.0,120,RL,16,BrkFace,none,0.0,5,Blmngtn,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,7,430,2,3,3,3,Attchd,2005,1555,0,1555,0,0,None,2,TwnhsE,3,3,16.0,0.0,6,1,0.0,0.0,4,1357.0,Y,Norm,Norm,SBrkr,20,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1373.0,AllPub,143,2005,2006,2009
231,train,148000.0,GasA,2,1Story,1.0,1,Lvl,Gtl,8760.0,Inside,73.0,Reg,0.0,20,RL,220,BrkFace,none,0.0,4,NAmes,120,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,312,1,3,2,3,Attchd,1959,1194,0,1194,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,1.0,0.0,3,1194.0,Y,Norm,Norm,SBrkr,0,6,6,2,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1194.0,AllPub,0,1959,1959,2010
232,train,403000.0,GasA,4,2Story,1.0,3,Lvl,Gtl,15138.0,Inside,174.0,IR1,0.0,60,RL,506,BrkFace,none,0.0,7,NoRidge,202,3,4,VinylSd,VinylSd,0,3,1,PConc,2,7,810,3,3,3,3,Attchd,1995,2794,1,1490,1304,0,None,4,1Fam,3,1,689.0,0.0,6,1,1.0,0.0,4,773.0,Y,Norm,Norm,SBrkr,146,5,8,2,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1462.0,AllPub,0,1995,1996,2009
233,train,94500.0,GasA,2,2Story,1.0,1,Lvl,Gtl,1680.0,Inside,21.0,Reg,0.0,160,RM,297,BrkFace,none,0.0,6,BrDale,0,3,3,HdBoard,HdBoard,0,1,1,CBlock,1,7,288,1,3,1,3,Attchd,1972,987,1,483,504,0,None,2,Twnhs,3,1,0.0,0.0,1,1,0.0,0.0,3,483.0,Y,Norm,Norm,SBrkr,0,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,483.0,AllPub,0,1972,1972,2006
234,train,128200.0,GasA,2,1Story,1.0,1,Lvl,Gtl,10650.0,Corner,75.0,Reg,0.0,20,RL,0,None,none,0.0,2,CollgCr,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,308,1,3,1,3,Attchd,1976,894,0,894,0,0,None,3,1Fam,4,3,182.0,712.0,2,5,1.0,0.0,3,0.0,Y,Norm,Norm,SBrkr,0,6,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,894.0,AllPub,365,1976,1976,2010
235,train,216500.0,GasA,4,2Story,1.0,2,Lvl,Gtl,7851.0,Inside,64.0,Reg,0.0,60,RL,0,None,none,0.0,5,Gilbert,0,3,4,VinylSd,VinylSd,0,3,2,PConc,2,7,440,2,3,3,3,BuiltIn,2002,1960,1,860,1100,0,None,4,1Fam,3,1,625.0,0.0,6,1,1.0,0.0,4,235.0,Y,Norm,Norm,SBrkr,48,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,860.0,AllPub,288,2002,2002,2010
236,train,89500.0,GasA,2,2Story,1.0,1,Lvl,Gtl,1680.0,Inside,21.0,Reg,0.0,160,RM,604,BrkFace,none,0.0,8,BrDale,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,7,264,1,3,1,3,Detchd,1971,987,1,483,504,0,None,2,TwnhsE,3,1,358.0,0.0,5,1,0.0,0.0,3,125.0,Y,Norm,Norm,SBrkr,0,3,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,483.0,AllPub,0,1971,1971,2008
237,train,185500.0,GasA,4,1Story,1.0,2,Lvl,Gtl,8773.0,FR2,65.0,Reg,0.0,20,RL,98,BrkFace,none,0.0,5,CollgCr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,494,2,3,2,3,Attchd,2004,1414,0,1414,0,0,None,3,1Fam,3,3,24.0,0.0,6,1,0.0,0.0,4,1390.0,Y,Norm,Norm,SBrkr,105,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1414.0,AllPub,132,2004,2004,2010
238,train,194500.0,GasA,4,2Story,1.0,2,Lvl,Gtl,9453.0,CulDSac,67.0,IR1,0.0,60,RL,0,None,none,0.0,2,SawyerW,0,3,4,HdBoard,HdBoard,0,0,0,PConc,2,7,457,2,3,2,3,Attchd,1993,1744,1,1014,730,238,None,3,1Fam,3,1,402.0,0.0,4,1,0.0,0.0,4,594.0,Y,RRNe,Norm,SBrkr,70,7,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,996.0,AllPub,370,1993,2003,2010
239,train,318000.0,GasA,4,1Story,1.0,2,Lvl,Gtl,12030.0,Inside,93.0,Reg,0.0,20,RL,254,BrkFace,none,0.0,12,NridgHt,0,3,5,VinylSd,VinylSd,0,0,0,PConc,2,7,818,3,3,3,3,Attchd,2007,1694,0,1694,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,5,1694.0,Y,Norm,Norm,SBrkr,228,5,8,2,0,None,CompShg,Hip,Partial,New,0,Pave,7,1694.0,AllPub,168,2007,2007,2007
240,train,113000.0,GasA,2,1.5Fin,1.0,1,Lvl,Gtl,8741.0,Inside,52.0,Reg,0.0,50,RL,0,None,none,0.0,4,Edwards,0,3,3,VinylSd,VinylSd,3,4,1,CBlock,1,7,220,1,3,1,3,Detchd,1949,1487,1,798,689,0,None,3,1Fam,2,1,94.0,0.0,2,1,0.0,0.0,3,641.0,Y,Norm,Norm,FuseA,140,4,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,735.0,AllPub,0,1945,1950,2010
241,train,262500.0,GasA,4,1Story,1.0,2,Lvl,Gtl,9000.0,Inside,75.0,Reg,0.0,20,FV,36,Stone,none,0.0,4,Somerst,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,750,2,3,2,3,Attchd,2008,1566,0,1566,0,0,None,3,1Fam,3,3,1078.0,0.0,6,1,1.0,0.0,4,488.0,Y,Norm,Norm,SBrkr,168,5,8,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1566.0,AllPub,144,2008,2008,2010
242,train,110500.0,GasA,3,1Story,1.0,2,Lvl,Gtl,3880.0,Inside,40.0,Reg,0.0,30,RM,0,None,none,0.0,8,OldTown,0,4,3,VinylSd,VinylSd,0,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,866,0,866,0,0,None,2,1Fam,3,1,329.0,0.0,5,1,0.0,0.0,3,357.0,Y,Norm,Norm,SBrkr,42,9,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,4,686.0,AllPub,58,1945,1997,2007
243,train,79000.0,GasA,3,1.5Fin,1.0,1,Lvl,Gtl,5000.0,Corner,63.0,Reg,0.0,50,RM,0,None,none,0.0,4,OldTown,77,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,352,1,3,1,2,Attchd,1940,1440,0,889,551,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,540.0,N,Norm,Norm,FuseA,0,4,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,540.0,AllPub,0,1900,1950,2006
244,train,120000.0,GasA,2,2Story,1.0,1,Lvl,Gtl,10762.0,Corner,75.0,Reg,0.0,160,RL,0,None,none,0.0,4,SawyerW,0,3,3,Plywood,Plywood,0,3,1,CBlock,1,7,288,1,3,2,3,Attchd,1980,1217,1,626,591,0,None,3,TwnhsE,3,1,0.0,0.0,1,1,0.0,0.0,4,626.0,Y,Norm,Norm,SBrkr,28,6,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,626.0,AllPub,0,1980,1980,2009
245,train,205000.0,GasA,4,2Story,1.0,2,Lvl,Gtl,8880.0,Inside,67.0,IR1,0.0,60,RL,0,None,none,0.0,5,SawyerW,0,3,4,VinylSd,VinylSd,0,2,2,PConc,2,7,463,2,3,2,3,Attchd,1994,2110,1,1222,888,0,None,3,1Fam,3,1,695.0,0.0,6,1,1.0,0.0,4,253.0,Y,Norm,Norm,SBrkr,130,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,948.0,AllPub,0,1994,2002,2010
246,train,241500.0,GasA,3,1Story,1.0,1,Lvl,Gtl,10400.0,Inside,80.0,Reg,0.0,20,RL,102,BrkFace,none,0.0,6,NWAmes,0,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,2,7,604,2,3,3,3,Attchd,1988,1872,0,1872,0,0,None,3,1Fam,3,3,929.0,0.0,6,1,0.0,1.0,4,916.0,Y,Norm,Norm,SBrkr,39,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1845.0,AllPub,197,1988,1988,2006
247,train,137000.0,GasA,3,2Story,2.0,0,Lvl,Gtl,9142.0,Inside,69.0,Reg,0.0,190,RM,0,None,none,0.0,4,OldTown,112,2,3,AsbShng,AsbShng,0,0,0,Stone,2,7,440,1,1,1,1,Detchd,1910,1928,0,908,1020,0,Grvl,4,2fmCon,3,1,0.0,0.0,1,1,0.0,0.0,2,1020.0,N,Norm,Norm,FuseP,60,8,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1020.0,AllPub,0,1910,1950,2006
248,train,140000.0,GasA,4,1Story,1.0,1,Lvl,Gtl,11310.0,Inside,75.0,Reg,0.0,20,RL,0,None,none,0.0,6,NAmes,0,3,3,Wd Sdng,BrkFace,0,3,1,CBlock,1,7,451,2,3,1,3,Attchd,1954,1375,0,1375,0,0,None,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,1367.0,Y,Norm,Norm,SBrkr,30,5,6,2,0,None,CompShg,Hip,Normal,WD,0,Pave,5,1367.0,AllPub,0,1954,1954,2006
249,train,180000.0,GasA,4,2Story,1.0,2,Lvl,Gtl,11317.0,Inside,72.0,Reg,0.0,60,RL,101,BrkFace,none,0.0,9,CollgCr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,500,2,3,2,3,Attchd,2003,1668,1,840,828,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,840.0,Y,Norm,Norm,SBrkr,68,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,840.0,AllPub,144,2003,2003,2007
250,train,277000.0,GasA,3,1.5Fin,1.0,2,Low,Sev,159000.0,CulDSac,80.5,IR2,0.0,50,RL,472,BrkCmn,Shed,500.0,6,ClearCr,0,3,4,Wd Sdng,HdBoard,0,3,2,CBlock,2,7,389,2,3,3,3,Attchd,1958,2144,0,1444,700,0,None,4,1Fam,3,4,697.0,0.0,3,1,0.0,1.0,4,747.0,Y,Norm,Norm,SBrkr,98,7,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1444.0,AllPub,0,1958,2006,2007
251,train,76500.0,GasA,4,1Story,1.0,0,Lvl,Gtl,5350.0,Inside,55.0,IR1,0.0,30,RL,0,None,Shed,450.0,5,BrkSide,0,1,3,Wd Sdng,Plywood,2,0,0,CBlock,1,4,0,0,0,0,0,NoGarage,1894,1306,0,1306,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,728.0,Y,Norm,Norm,SBrkr,0,2,3,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,728.0,AllPub,263,1940,1966,2010
252,train,235000.0,GasA,4,1Story,1.0,2,HLS,Mod,4750.0,Inside,44.0,IR1,0.0,120,RM,481,Stone,none,0.0,12,Crawfor,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,538,2,3,3,3,Attchd,2006,1625,0,1625,0,0,None,2,TwnhsE,3,4,1573.0,0.0,6,1,1.0,1.0,4,0.0,Y,Norm,Norm,SBrkr,0,5,8,2,0,None,CompShg,Hip,Family,WD,153,Pave,5,1573.0,AllPub,123,2006,2007,2007
253,train,173000.0,GasA,4,2Story,1.0,2,Lvl,Gtl,8366.0,Inside,65.0,IR1,0.0,60,RL,0,None,none,0.0,12,SawyerW,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,520,2,3,2,3,Attchd,2004,1640,1,798,842,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,798.0,Y,Norm,Norm,SBrkr,45,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,6,798.0,AllPub,138,2004,2004,2008
254,train,158000.0,GasA,4,SLvl,1.0,2,Lvl,Gtl,9350.0,Inside,85.0,Reg,0.0,80,RL,108,BrkFace,none,0.0,10,NAmes,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,2,6,309,1,3,2,3,Attchd,1964,1302,0,1302,0,0,None,3,1Fam,3,4,270.0,580.0,2,5,0.0,1.0,4,452.0,Y,Norm,Norm,SBrkr,0,7,6,2,0,None,CompShg,Hip,Normal,CWD,0,Pave,7,1302.0,AllPub,333,1964,1991,2007
255,train,145000.0,GasA,2,1Story,1.0,1,Lvl,Gtl,8400.0,Inside,70.0,Reg,0.0,20,RL,0,None,none,0.0,6,NAmes,0,4,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,294,1,3,2,3,Attchd,1957,1314,0,1314,0,0,None,3,1Fam,3,1,922.0,0.0,3,1,1.0,0.0,3,392.0,Y,Norm,Norm,SBrkr,0,6,5,2,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1314.0,AllPub,250,1957,1957,2010
256,train,230000.0,GasA,4,2Story,1.0,2,Lvl,Gtl,8738.0,Inside,66.0,IR1,0.0,60,RL,302,BrkFace,none,0.0,2,Gilbert,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,7,429,2,3,3,3,BuiltIn,1999,2291,1,1005,1286,0,None,4,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,975.0,Y,Norm,Norm,SBrkr,0,5,7,2,0,None,CompShg,Gable,Normal,WD,0,Pave,8,975.0,AllPub,192,1999,1999,2006
257,train,207500.0,GasA,4,2Story,1.0,2,Lvl,Gtl,8791.0,Inside,64.0,IR1,0.0,60,FV,0,None,none,0.0,5,Somerst,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,673,2,3,2,3,Attchd,2003,1728,1,864,864,0,None,3,1Fam,3,1,503.0,0.0,3,1,0.0,0.0,4,361.0,Y,Norm,Norm,SBrkr,56,5,6,2,0,None,CompShg,Gable,Normal,WD,0,Pave,7,864.0,AllPub,216,2003,2003,2008
