Id,source,SalePrice,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
614,train,147000.0,30,5,5,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,1120.0,AllPub,0,2007,2007,2007
615,train,75500.0,24,6,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,3,630.0,AllPub,96,1972,1972,2010
616,train,137500.0,0,7,6,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,936.0,AllPub,120,1963,1963,2010
617,train,183200.0,75,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,783.0,AllPub,100,2002,2003,2006
618,train,105500.0,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,832.0,AllPub,0,1954,1954,2008
619,train,314813.0,108,5,9,Y,0,None,CompShg,Hip,Partial,New,260,Pave,9,1822.0,AllPub,0,2007,2007,2007
620,train,305000.0,0,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,10,1482.0,AllPub,168,2003,2003,2008
621,train,67000.0,0,3,3,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,864.0,AllPub,0,1914,1950,2008
622,train,240000.0,243,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1522.0,AllPub,38,1974,1997,2008
623,train,135000.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,980.0,AllPub,192,1977,1977,2009
624,train,168500.0,32,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,756.0,AllPub,0,2000,2000,2007
625,train,165150.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,147,Pave,8,732.0,AllPub,148,1972,1972,2006
626,train,160000.0,0,6,6,Y,0,None,CompShg,Hip,Normal,WD,385,Pave,5,1116.0,AllPub,0,1962,1962,2010
627,train,139900.0,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,978.0,AllPub,0,1960,1978,2007
628,train,153000.0,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1156.0,AllPub,0,1955,1972,2010
629,train,135000.0,0,5,5,Y,0,None,CompShg,Gable,Family,WD,0,Pave,9,1040.0,AllPub,335,1969,1969,2007
630,train,168500.0,0,5,6,Y,0,None,WdShngl,Gable,Normal,WD,0,Pave,6,1248.0,AllPub,176,1964,1964,2008
631,train,124000.0,0,6,5,N,0,None,CompShg,Gable,Abnorml,WD,0,Pave,8,636.0,AllPub,0,1880,1991,2006
632,train,209500.0,73,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1554.0,AllPub,156,2006,2006,2007
633,train,82500.0,0,5,7,Y,0,None,CompShg,Hip,Family,WD,0,Pave,6,1386.0,AllPub,192,1977,1977,2009
634,train,139400.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1056.0,AllPub,390,1954,2005,2007
635,train,144000.0,56,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,1056.0,AllPub,264,1980,1980,2010
636,train,200000.0,110,7,6,N,0,None,CompShg,Hip,Abnorml,WD,0,Pave,14,1440.0,AllPub,0,1914,1995,2007
637,train,60000.0,0,3,2,N,0,None,CompShg,Gable,Normal,ConLw,0,Pave,4,264.0,AllPub,0,1936,1950,2009
638,train,93000.0,0,4,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,811.0,AllPub,0,1954,1954,2009
639,train,85000.0,0,7,5,P,0,None,CompShg,Gable,Normal,WD,0,Pave,4,796.0,AllPub,328,1910,1950,2008
640,train,264561.0,0,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,7,1520.0,AllPub,312,2006,2006,2006
641,train,274000.0,140,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1518.0,AllPub,185,2003,2004,2008
642,train,226000.0,235,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1057.0,AllPub,0,2001,2001,2007
643,train,345000.0,111,7,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1952.0,AllPub,269,1972,1995,2009
644,train,152000.0,0,5,5,Y,0,None,CompShg,Mansard,Normal,WD,0,Pave,7,780.0,AllPub,208,1969,1969,2007
645,train,370878.0,130,5,9,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1766.0,AllPub,195,2009,2009,2009
646,train,143250.0,312,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,981.0,AllPub,0,1971,1971,2007
647,train,98300.0,27,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,0.0,AllPub,0,1950,1950,2008
648,train,155000.0,0,5,6,Y,0,None,CompShg,Hip,Normal,WD,287,Pave,5,1094.0,AllPub,0,1953,1953,2008
649,train,155000.0,124,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,756.0,AllPub,0,1966,1966,2010
650,train,84500.0,0,6,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,3,630.0,AllPub,0,1970,1970,2007
651,train,205950.0,0,6,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,813.0,AllPub,0,2007,2007,2008
652,train,108000.0,0,5,4,P,0,None,CompShg,Gable,Normal,WD,0,Pave,7,755.0,AllPub,120,1940,1950,2009
653,train,191000.0,120,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,880.0,AllPub,0,1996,1996,2009
654,train,135000.0,0,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,756.0,AllPub,57,1906,1995,2008
655,train,350000.0,46,6,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,2109.0,AllPub,236,1995,1995,2008
656,train,88000.0,0,5,6,Y,0,None,CompShg,Gable,Family,WD,0,Pave,6,525.0,AllPub,0,1971,1971,2010
657,train,145500.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1053.0,AllPub,0,1959,2006,2008
658,train,149000.0,0,6,7,P,0,None,CompShg,Gable,Normal,WD,0,Pave,6,776.0,AllPub,0,1931,2000,2008
659,train,97500.0,0,5,6,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,912.0,AllPub,192,1948,1950,2010
660,train,167000.0,0,7,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1486.0,AllPub,0,1964,1999,2009
661,train,197900.0,113,7,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,793.0,AllPub,0,1976,1976,2007
662,train,402000.0,76,7,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,1629.0,AllPub,517,1994,2005,2009
663,train,110000.0,0,3,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,1392.0,AllPub,0,1968,1968,2009
664,train,137500.0,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1138.0,AllPub,0,1972,1972,2008
665,train,423000.0,267,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,8,2077.0,AllPub,192,2005,2006,2006
666,train,230500.0,124,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1406.0,AllPub,188,2000,2000,2006
667,train,129000.0,265,5,6,Y,0,None,Tar&Grv,Flat,Abnorml,WD,0,Pave,7,1021.0,AllPub,0,1965,1979,2007
668,train,193500.0,42,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1408.0,AllPub,224,1994,1998,2008
669,train,168000.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1188.0,AllPub,304,1956,1987,2006
670,train,137500.0,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,700.0,AllPub,0,1922,1950,2006
671,train,173500.0,35,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,738.0,AllPub,100,2005,2005,2009
672,train,103600.0,0,6,6,Y,0,None,CompShg,Gambrel,Normal,WD,0,Pave,6,672.0,AllPub,147,1925,1950,2009
673,train,165000.0,42,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1208.0,AllPub,198,1977,1977,2006
674,train,257500.0,87,7,6,Y,0,None,CompShg,Hip,Normal,WD,200,Pave,7,1477.0,AllPub,0,1957,2004,2007
675,train,140000.0,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1136.0,AllPub,426,1965,1965,2008
676,train,148500.0,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,855.0,AllPub,28,1978,1978,2009
677,train,87000.0,0,2,4,N,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1095.0,AllPub,0,1900,1950,2006
678,train,109500.0,0,8,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,768.0,AllPub,316,1924,2006,2009
679,train,372500.0,82,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,7,2046.0,AllPub,322,2008,2008,2009
680,train,128500.0,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,988.0,AllPub,0,1961,1961,2007
681,train,143000.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,923.0,AllPub,80,1980,1980,2010
682,train,159434.0,0,5,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,793.0,AllPub,0,1932,2000,2009
683,train,173000.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1291.0,AllPub,307,1996,1997,2008
684,train,285000.0,45,5,9,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1626.0,AllPub,257,2002,2002,2007
685,train,221000.0,81,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1195.0,AllPub,0,1998,1998,2010
686,train,207500.0,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1190.0,AllPub,219,1984,1984,2007
687,train,227875.0,105,6,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,874.0,AllPub,144,2007,2007,2007
688,train,148800.0,60,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,551.0,AllPub,0,2004,2004,2007
689,train,392000.0,0,6,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1419.0,AllPub,140,2007,2007,2007
690,train,194700.0,28,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1362.0,AllPub,192,2005,2006,2007
691,train,141000.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,3,848.0,AllPub,149,2004,2004,2008
692,train,755000.0,50,6,10,Y,0,None,WdShngl,Gable,Normal,WD,0,Pave,10,2444.0,AllPub,382,1994,1995,2007
693,train,335000.0,27,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,9,1210.0,AllPub,320,1989,1990,2006
694,train,108480.0,0,6,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,4,1073.0,AllPub,0,1921,1968,2006
695,train,141500.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,927.0,AllPub,112,1936,1950,2009
696,train,176000.0,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1112.0,AllPub,125,1987,1987,2006
697,train,89000.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,616.0,AllPub,0,1921,1950,2006
698,train,123500.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,980.0,AllPub,0,1952,1952,2006
699,train,138500.0,144,8,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,894.0,AllPub,416,1965,2009,2010
700,train,196000.0,158,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1391.0,AllPub,156,2004,2004,2008
701,train,312500.0,78,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1800.0,AllPub,270,2002,2002,2006
702,train,140000.0,0,5,7,Y,0,None,CompShg,Hip,Normal,COD,0,Pave,6,1164.0,AllPub,0,1969,1969,2006
703,train,361919.0,100,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,10,1234.0,AllPub,324,2006,2006,2006
704,train,140000.0,0,9,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,8,360.0,AllPub,344,1900,1996,2010
705,train,213000.0,35,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1473.0,AllPub,0,2004,2005,2010
706,train,55000.0,0,5,4,N,0,None,CompShg,Hip,Normal,WD,0,Pave,7,0.0,AllPub,0,1930,1950,2010
707,train,302000.0,48,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1643.0,AllPub,380,1971,2002,2007
708,train,254000.0,38,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1324.0,AllPub,192,2006,2006,2009
709,train,179540.0,24,5,7,Y,0,None,CompShg,Hip,Partial,New,0,Pave,8,728.0,AllPub,100,2007,2007,2007
710,train,109900.0,0,7,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,876.0,AllPub,0,1966,1966,2008
711,train,52000.0,0,6,3,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,270.0,AllPub,0,1935,2003,2008
712,train,102776.0,0,7,4,N,0,None,CompShg,Gable,Abnorml,WD,0,Pave,7,859.0,AllPub,68,1900,1950,2010
713,train,189000.0,120,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1228.0,AllPub,168,1988,1989,2008
714,train,129000.0,288,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,960.0,AllPub,0,1970,1970,2006
715,train,130500.0,44,8,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,725.0,AllPub,0,1976,2005,2010
716,train,165000.0,0,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1064.0,AllPub,0,1974,1974,2009
717,train,159500.0,48,8,7,P,0,None,CompShg,Gable,Normal,WD,0,Pave,8,718.0,AllPub,0,1890,1998,2007
718,train,157000.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1176.0,AllPub,224,1973,2000,2008
719,train,341000.0,154,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,9,1311.0,AllPub,250,1993,1994,2008
720,train,128500.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,971.0,AllPub,0,1969,1969,2006
721,train,275000.0,28,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1742.0,AllPub,114,1985,1985,2006
722,train,143000.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,3,848.0,AllPub,160,2004,2004,2010
723,train,124500.0,0,7,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,864.0,AllPub,0,1970,1970,2009
724,train,135000.0,0,6,4,Y,0,None,CompShg,Gable,Normal,WD,156,Pave,7,941.0,AllPub,0,1954,1972,2008
725,train,320000.0,64,5,9,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,1698.0,AllPub,327,2007,2008,2009
726,train,120500.0,0,6,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,864.0,AllPub,96,1970,1970,2009
727,train,222000.0,44,9,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,880.0,AllPub,292,1988,2007,2009
728,train,194500.0,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1232.0,AllPub,132,2007,2007,2009
729,train,110000.0,25,5,5,Y,0,None,CompShg,Gable,Abnorml,COD,0,Pave,9,1584.0,AllPub,0,1958,1958,2009
730,train,103000.0,23,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,780.0,AllPub,0,1925,1950,2009
731,train,236500.0,152,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1595.0,AllPub,237,1995,1996,2010
732,train,187500.0,22,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,868.0,AllPub,160,2003,2003,2007
733,train,222500.0,84,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1153.0,AllPub,192,1998,1999,2008
734,train,131400.0,0,6,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,864.0,AllPub,165,1961,1983,2009
735,train,108000.0,0,5,5,Y,0,None,CompShg,Gable,Family,WD,0,Pave,6,948.0,AllPub,147,1968,1968,2007
736,train,163000.0,341,7,7,N,0,None,CompShg,Gable,Normal,WD,0,Pave,6,880.0,AllPub,0,1914,1970,2006
737,train,93500.0,0,4,3,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,0.0,AllPub,0,1950,1950,2006
738,train,239900.0,116,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,893.0,AllPub,0,2005,2005,2006
739,train,179000.0,0,5,5,Y,0,None,CompShg,Gable,Alloca,WD,0,Pave,5,1200.0,AllPub,120,1987,1988,2009
740,train,190000.0,56,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,864.0,AllPub,187,2004,2004,2009
741,train,132000.0,0,7,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,7,264.0,AllPub,270,1910,2002,2007
742,train,142000.0,0,8,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,912.0,AllPub,168,1961,1996,2008
743,train,179000.0,55,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1349.0,AllPub,120,2000,2001,2007
744,train,175000.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,100,Pave,6,520.0,AllPub,302,1963,1999,2009
745,train,180000.0,0,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1337.0,AllPub,96,1993,1993,2008
746,train,299800.0,204,9,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,11,1142.0,AllPub,0,1976,1996,2008
747,train,236000.0,54,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,952.0,AllPub,224,2000,2000,2009
748,train,265979.0,0,7,7,N,0,None,CompShg,Mansard,Normal,WD,0,Pave,8,1240.0,AllPub,181,1880,2003,2009
749,train,260400.0,56,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1720.0,AllPub,240,1996,1996,2010
750,train,98000.0,0,3,4,N,0,None,CompShg,Gable,Normal,WD,0,Pave,9,0.0,AllPub,92,1945,1950,2009
751,train,96500.0,160,7,4,N,0,None,CompShg,Gable,Normal,WD,0,Pave,7,576.0,AllPub,0,1910,2004,2010
752,train,162000.0,48,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,660.0,AllPub,0,2003,2003,2007
753,train,217000.0,27,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1479.0,AllPub,168,1997,1997,2006
754,train,275500.0,52,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1030.0,AllPub,192,2005,2005,2006
755,train,156000.0,48,8,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1026.0,AllPub,171,1969,2005,2009
756,train,172500.0,24,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,729.0,AllPub,0,1999,1999,2009
757,train,212000.0,105,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,866.0,AllPub,144,2007,2007,2009
758,train,158900.0,0,5,6,Y,0,None,CompShg,Hip,Abnorml,WD,0,Pave,6,672.0,AllPub,335,1978,1978,2010
759,train,179400.0,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,744.0,AllPub,0,1999,1999,2008
760,train,290000.0,98,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1318.0,AllPub,222,1995,1995,2007
761,train,127500.0,0,6,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,864.0,AllPub,0,1959,1959,2009
762,train,100000.0,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1145.0,AllPub,0,1924,1950,2009
763,train,215200.0,45,5,7,Y,0,None,CompShg,Gable,Normal,Con,0,Pave,7,756.0,AllPub,169,2009,2009,2010
764,train,337000.0,128,5,8,Y,0,None,CompShg,Gable,Normal,WD,180,Pave,8,1252.0,AllPub,0,1999,1999,2009
765,train,270000.0,30,5,8,Y,0,None,CompShg,Hip,Normal,WD,216,Pave,6,1494.0,AllPub,0,1995,1996,2006
766,train,264132.0,174,5,9,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,1498.0,AllPub,0,2008,2008,2008
767,train,196500.0,66,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,980.0,AllPub,228,1988,1988,2010
768,train,160000.0,0,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,983.0,AllPub,245,1940,1985,2008
769,train,216837.0,33,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,1860.0,AllPub,120,2004,2005,2006
770,train,538000.0,36,5,8,Y,0,None,CompShg,Hip,Normal,WD,210,Pave,12,1650.0,AllPub,503,2003,2003,2010
771,train,134900.0,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,858.0,AllPub,120,1982,1982,2009
772,train,102000.0,0,5,4,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,6,836.0,AllPub,0,1951,1951,2006
773,train,107000.0,0,5,6,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,1029.0,AllPub,144,1976,1976,2010
774,train,114500.0,0,5,5,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,5,912.0,AllPub,0,1958,1958,2007
775,train,395000.0,45,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,9,1935.0,AllPub,315,2006,2006,2007
776,train,162000.0,247,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,1204.0,AllPub,0,1998,1998,2009
777,train,221500.0,59,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1614.0,AllPub,144,2005,2006,2006
778,train,142500.0,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,864.0,AllPub,241,1974,1974,2006
779,train,144000.0,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,10,0.0,AllPub,0,1977,1977,2007
780,train,135000.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,975.0,AllPub,0,1977,1977,2006
781,train,176000.0,21,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1237.0,AllPub,220,1995,1996,2007
782,train,175900.0,124,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,761.0,AllPub,0,1992,1992,2006
783,train,187100.0,33,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1413.0,AllPub,0,2001,2002,2009
784,train,165500.0,30,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,1097.0,AllPub,303,1978,1978,2009
785,train,128000.0,291,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,742.0,AllPub,0,1914,2001,2008
786,train,161500.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,197,Pave,7,1372.0,AllPub,0,1967,1967,2009
787,train,139000.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,686.0,AllPub,0,1915,1950,2010
788,train,233000.0,45,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,956.0,AllPub,0,2004,2004,2010
789,train,107900.0,0,7,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,901.0,AllPub,0,1954,2000,2008
790,train,187500.0,168,8,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,832.0,AllPub,133,1966,2007,2007
791,train,160200.0,16,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1145.0,AllPub,100,2005,2006,2009
792,train,146800.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1029.0,AllPub,120,1976,1976,2007
793,train,269790.0,130,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1117.0,AllPub,180,1996,1997,2007
794,train,225000.0,130,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1496.0,AllPub,168,2007,2007,2007
795,train,194500.0,46,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,712.0,AllPub,143,1994,1996,2008
796,train,171000.0,50,6,6,Y,0,None,CompShg,Gable,Normal,WD,204,Pave,7,650.0,AllPub,0,1980,1981,2010
797,train,143500.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,660.0,AllPub,138,1977,1977,2007
798,train,110000.0,0,5,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,4,773.0,AllPub,0,1953,1953,2008
799,train,485000.0,78,5,9,Y,0,None,CompShg,Hip,Partial,New,0,Pave,11,1926.0,AllPub,144,2008,2009,2009
800,train,175000.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,731.0,AllPub,0,1937,1950,2007
801,train,200000.0,114,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,616.0,AllPub,403,1997,1997,2008
802,train,109900.0,0,7,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1196.0,AllPub,0,1916,1990,2007
803,train,189000.0,18,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,728.0,AllPub,36,2005,2005,2008
804,train,582933.0,170,5,9,Y,0,None,CompShg,Hip,Partial,New,192,Pave,12,1734.0,AllPub,52,2008,2009,2009
805,train,118000.0,0,5,5,Y,0,None,CompShg,Gable,Family,WD,0,Pave,5,936.0,AllPub,0,1954,1954,2006
806,train,227680.0,60,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,1417.0,AllPub,0,2008,2008,2008
807,train,135500.0,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,980.0,AllPub,68,1967,1967,2006
808,train,223500.0,312,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1324.0,AllPub,0,1923,2004,2009
809,train,159950.0,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1024.0,AllPub,0,1966,1966,2006
810,train,106000.0,156,5,5,N,0,None,CompShg,Hip,Normal,WD,0,Pave,11,849.0,AllPub,40,1898,1965,2009
811,train,181000.0,0,6,6,Y,648,Good,CompShg,Hip,Normal,WD,0,Pave,5,1040.0,AllPub,265,1974,1999,2006
812,train,144500.0,0,5,6,Y,0,None,CompShg,Gable,Normal,ConLD,0,Pave,4,848.0,AllPub,140,2004,2004,2008
813,train,55993.0,0,5,5,N,0,None,CompShg,Hip,Alloca,WD,0,Grvl,4,540.0,AllPub,0,1952,1952,2010
814,train,157900.0,0,6,6,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,7,1442.0,AllPub,0,1958,1958,2007
815,train,116000.0,0,7,5,P,0,None,CompShg,Gable,Normal,WD,0,Pave,7,686.0,AllPub,207,1918,1950,2006
816,train,224900.0,34,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1649.0,AllPub,0,1998,1998,2010
817,train,137000.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,1008.0,AllPub,0,1954,1954,2006
818,train,271000.0,59,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1568.0,AllPub,150,2002,2002,2008
819,train,155000.0,0,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1010.0,AllPub,0,1971,1971,2010
820,train,224000.0,35,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,1358.0,AllPub,192,2009,2010,2010
821,train,183000.0,45,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,798.0,AllPub,0,2003,2003,2008
